,genre,simplified genre
2328,http://fr.dbpedia.org/resource/Twee_pop,twee pop
2329,http://fr.dbpedia.org/resource/Swing,swing
2330,http://fr.dbpedia.org/resource/Électronique,electronique
2331,http://fr.dbpedia.org/resource/Latino,latino
2332,http://fr.dbpedia.org/resource/Lounge,lounge
2333,http://fr.dbpedia.org/resource/Bossa_nova,bossa nova
2334,"Electroswing, jazz manouche",electroswing
2335,"Electroswing, jazz manouche",jazz manouche
2336,http://fr.dbpedia.org/resource/Metal_neo-classique,metal neo-classique
2337,"Jazz et musique improvisée, musique classique",jazz
2338,"Jazz et musique improvisée, musique classique",musique improvisée
2339,"Jazz et musique improvisée, musique classique",musique classique
2340,http://fr.dbpedia.org/resource/Yéyé,yéyé
2341,http://fr.dbpedia.org/resource/Alternative_country,alternative country
2342,http://fr.dbpedia.org/resource/Chanson_polyphonique,chanson polyphonique
2343,"chansons profanes et scripturales,",chansons profanes
2344,"chansons profanes et scripturales,",scripturales
2345,psaumes,psaume
2346,http://fr.dbpedia.org/resource/Ghettotech,ghettotech
2347,http://fr.dbpedia.org/resource/Power_ballad,power ballad
2348,http://fr.dbpedia.org/resource/Musique_cadienne,musique cadienne
2349,http://fr.dbpedia.org/resource/Coupé-décalé,coupé-décalé
2350,"Rap East Coast, rap hardcore, gangsta rap, rap underground",rap east coast
2351,"Rap East Coast, rap hardcore, gangsta rap, rap underground",rap hardcore
2352,"Rap East Coast, rap hardcore, gangsta rap, rap underground",gangsta rap
2353,"Rap East Coast, rap hardcore, gangsta rap, rap underground",rap underground
2354,http://fr.dbpedia.org/resource/Chaâbi_algérien,chaâbi algérien
2355,Swing,swing
2356,"Electro, house, progressive, trance",electro
2357,"Electro, house, progressive, trance",house
2358,"Electro, house, progressive, trance",progressive
2359,"Electro, house, progressive, trance",trance
2360,http://fr.dbpedia.org/resource/Crossover_(musique),crossover
2361,http://fr.dbpedia.org/resource/Classique,classique
2362,dance pop / funk,dance pop
2363,dance pop / funk,funk
2364,http://fr.dbpedia.org/resource/Ska,ska
2365,http://fr.dbpedia.org/resource/Cadien,cadien
2366,http://fr.dbpedia.org/resource/Drum_and_bass,drum and bass
2367,http://fr.dbpedia.org/resource/Death_metal_symphonique,death metal symphonique
2368,"Rock japonais, punk rock",rock japonais
2369,"Rock japonais, punk rock",punk rock
2370,http://fr.dbpedia.org/resource/Flamenco,flamenco
2371,http://fr.dbpedia.org/resource/Mélodie_(genre),mélodie
2372,http://fr.dbpedia.org/resource/Chœur_(musique),chœur
2373,http://fr.dbpedia.org/resource/Musique_de_chambre,musique de chambre
2374,http://fr.dbpedia.org/resource/Orchestre,orchestre
2375,http://fr.dbpedia.org/resource/Piano,piano
2376,http://fr.dbpedia.org/resource/Coupé_décalé,coupé-décalé
2377,Musique populaire,musique populaire
2378,http://fr.dbpedia.org/resource/Indie-rock,indie
2379,http://fr.dbpedia.org/resource/Indie-rock,rock
2380,http://fr.dbpedia.org/resource/Euro_disco,eurodisco
2381,http://fr.dbpedia.org/resource/Electro_swing,electro swing
2382,"http://fr.dbpedia.org/resource/House_Vocal,_Soulful,_Electro",house vocal
2383,"http://fr.dbpedia.org/resource/House_Vocal,_Soulful,_Electro",soulful
2384,"http://fr.dbpedia.org/resource/House_Vocal,_Soulful,_Electro",electro
2385,Indie-rock,indie
2386,Indie-rock,rock
2387,http://fr.dbpedia.org/resource/Drone_(musique),drone
2388,http://fr.dbpedia.org/resource/Chansons_polyphoniques_néerlandaises,chanson polyphonique
2389,http://fr.dbpedia.org/resource/Chansons_polyphoniques_néerlandaises,chanson néerlandaise
2390,Chanson,chanson
2391,http://fr.dbpedia.org/resource/K-pop,k-pop
2392,http://fr.dbpedia.org/resource/Jazz-fusion,jazz fusion
2393,http://fr.dbpedia.org/resource/Rock_US,rock us
2394,"Pop, dance",dance
2395,"Pop, dance",pop
2396,"Mandopop, J-fusion",mandopop
2397,"Mandopop, J-fusion",j-fusion
2398,http://fr.dbpedia.org/resource/Reggae_burkinabé,reggae burkinabé
2399,http://fr.dbpedia.org/resource/Messe,messe
2400,http://fr.dbpedia.org/resource/Cantate,cantate
2401,http://fr.dbpedia.org/resource/Metal_instrumental,metal instrumental
2402,http://fr.dbpedia.org/resource/Shred,shred
2403,http://fr.dbpedia.org/resource/Punk-rock,punk-rock
2404,http://fr.dbpedia.org/resource/Western_swing,western swing
2405,http://fr.dbpedia.org/resource/Americana_(musique),americana
2406,Musique traditionnelle occitane,musique traditionnelle occitane
2407,"Blues, folk rock, acoustique",blues
2408,"Blues, folk rock, acoustique",folk rock
2409,"Blues, folk rock, acoustique",acoustique
2410,"Punk, rock, pop",punk
2411,"Punk, rock, pop",rock
2412,"Punk, rock, pop",pop
2413,http://fr.dbpedia.org/resource/Musique_mandingue,musique mandingue
2414,http://fr.dbpedia.org/resource/Anison,anison
2415,http://fr.dbpedia.org/resource/JPop,j-pop
2416,http://fr.dbpedia.org/resource/Techno_hardcore,techno hardcore
2417,http://fr.dbpedia.org/resource/Gabber_(musique),gabber
2418,http://fr.dbpedia.org/resource/Pop-punk,pop-punk
2419,"Hard rock, AOR",hard rock
2420,"Hard rock, AOR",aor
2421,"Rock, soul, électronique et industrielle",rock
2422,"Rock, soul, électronique et industrielle",soul
2423,"Rock, soul, électronique et industrielle",electronique
2424,"Rock, soul, électronique et industrielle",industrielle
2425,http://fr.dbpedia.org/resource/New_rave,new rave
2426,http://fr.dbpedia.org/resource/Dance-punk,dance punk
2427,http://fr.dbpedia.org/resource/Musique_québécoise,musique québécoise
2428,http://fr.dbpedia.org/resource/Rock_indie,indie
2429,http://fr.dbpedia.org/resource/Rock_indie,rock
2430,http://fr.dbpedia.org/resource/Allemand,allemand
2431,http://fr.dbpedia.org/resource/Choral,choral
2432,chanson française et néerlandaise,chanson française
2433,chanson française et néerlandaise,chanson néerlandaise
2434,http://fr.dbpedia.org/resource/Pop_indépendante,pop indépendante
2435,http://fr.dbpedia.org/resource/Speedcore,speedcore
2436,http://fr.dbpedia.org/resource/J-core,j-core
2437,http://fr.dbpedia.org/resource/Pop/_electro,electro pop
2438,http://fr.dbpedia.org/resource/Folklore,folklore
2439,http://fr.dbpedia.org/resource/Symphonie,symphonie
2440,http://fr.dbpedia.org/resource/Poème_symphonique,poème symphonique
2441,http://fr.dbpedia.org/resource/Rap-pop,rap-pop
2442,http://fr.dbpedia.org/resource/Latin_Jazz,latin jazz
2443,http://fr.dbpedia.org/resource/Deathgrind,deathgrind
2444,http://fr.dbpedia.org/resource/Music-hall,music-hall
2445,http://fr.dbpedia.org/resource/Pop_rap,pop rap
2446,Chanson / folk,chanson
2447,Chanson / folk,folk
2448,"Pop, Teen Pop, Electropop",pop
2449,"Pop, Teen Pop, Electropop",teen pop
2450,"Pop, Teen Pop, Electropop",electropop
2451,"Punk hardcore, rock expérimental, post-hardcore, metalcore",punk hardcore
2452,"Punk hardcore, rock expérimental, post-hardcore, metalcore",rock expérimental
2453,"Punk hardcore, rock expérimental, post-hardcore, metalcore",post-hardcore
2454,"Punk hardcore, rock expérimental, post-hardcore, metalcore",metalcore
2455,http://fr.dbpedia.org/resource/Rock_celtique,rock celtique
2456,http://fr.dbpedia.org/resource/Zouk_(musique),zouk
2457,Death Metal,death metal
2458,"R&B, urban, dance-pop, house, gospel, jazz",r&b
2459,"R&B, urban, dance-pop, house, gospel, jazz",urban
2460,"R&B, urban, dance-pop, house, gospel, jazz",dance-pop
2461,"R&B, urban, dance-pop, house, gospel, jazz",house
2462,"R&B, urban, dance-pop, house, gospel, jazz",gospel
2463,"R&B, urban, dance-pop, house, gospel, jazz",jazz
2464,deep house,deep house
2465,http://fr.dbpedia.org/resource/Cinématographique,cinématographique
2466,http://fr.dbpedia.org/resource/Piano_pop,piano pop
2467,http://fr.dbpedia.org/resource/Soul_rock,soul rock
2468,http://fr.dbpedia.org/resource/Folk-rock,folk rock
2469,http://fr.dbpedia.org/resource/Symphonic_metal,symphonic metal
2470,http://fr.dbpedia.org/resource/Dance_music,dance
2471,"Rap, folk, musiques traditionnelles maliennes",rap
2472,"Rap, folk, musiques traditionnelles maliennes",folk
2473,"Rap, folk, musiques traditionnelles maliennes",musiques traditionnelles maliennes
2474,Electro-Soul,electro soul
2475,http://fr.dbpedia.org/resource/Lied,lied
2476,"Folk, folk rock, chanson traditionnelle",folk
2477,"Folk, folk rock, chanson traditionnelle",folk rock
2478,"Folk, folk rock, chanson traditionnelle",chanson traditionnelle
2479,http://fr.dbpedia.org/resource/Jazz-funk,jazz-funk
2480,http://fr.dbpedia.org/resource/Disco-funk,disco-funk
2481,http://fr.dbpedia.org/resource/Shoegazing,shoegazing
2482,http://fr.dbpedia.org/resource/Go-go,go-go
2483,"R&B, dance pop, boogie",r&b
2484,"R&B, dance pop, boogie",dance pop
2485,"R&B, dance pop, boogie",boogie
2486,http://fr.dbpedia.org/resource/Teen_pop,teen pop
2487,http://fr.dbpedia.org/resource/Twang,twang
2488,http://fr.dbpedia.org/resource/Zeuhl,zeuhl
2489,http://fr.dbpedia.org/resource/Cumbia,cumbia
2490,"Soul, pop",pop
2491,"Soul, pop",soul
2492,http://fr.dbpedia.org/resource/House_progressive,house progressive
2493,http://fr.dbpedia.org/resource/Kayōkyoku,kayōkyoku
2494,quixotic indie pop,quixotic indie pop
2495,"Hard rock, blues rock, glam metal",hard rock
2496,"Hard rock, blues rock, glam metal",blues rock
2497,"Hard rock, blues rock, glam metal",glam metal
2498,http://fr.dbpedia.org/resource/Gwoka,gwoka
2499,http://fr.dbpedia.org/resource/Punk_celtique,punk celtique
2500,http://fr.dbpedia.org/resource/Musique_irlandaise,musique irlandaise
2501,http://fr.dbpedia.org/resource/Avant-jazz,avant-jazz
2502,http://fr.dbpedia.org/resource/Be_bop,be bop
2503,http://fr.dbpedia.org/resource/Rock_sudiste,rock sudiste
2504,http://fr.dbpedia.org/resource/Goth_metal,gothique metal
2505,http://fr.dbpedia.org/resource/Hierophant_black_metal,hierophant black metal
2506,http://fr.dbpedia.org/resource/Hiphop,hip-hop
2507,http://fr.dbpedia.org/resource/Kuduro,kuduro
2508,http://fr.dbpedia.org/resource/Guitare_classique,guitare classique
2509,http://fr.dbpedia.org/resource/New_age_(musique),new age
2510,http://fr.dbpedia.org/resource/Théâtre,théâtre
2511,http://fr.dbpedia.org/resource/Folk_Electrique,folk electrique
2512,http://fr.dbpedia.org/resource/Death_rock,death rock
2513,http://fr.dbpedia.org/resource/Rock_garage,garage rock
2514,"Dance, Pop",dance
2515,"Dance, Pop",pop
2516,http://fr.dbpedia.org/resource/Death_metal_mélodique,death mélodique
2517,"Jazz, jazz-rock, rock and roll, etc.",jazz
2518,"Jazz, jazz-rock, rock and roll, etc.",jazz-rock
2519,"Jazz, jazz-rock, rock and roll, etc.",rock and roll
2520,"Jazz, jazz-rock, rock and roll, etc.",c.
2521,"Alternative rock, post-grunge, pop",alternative rock
2522,"Alternative rock, post-grunge, pop",post-grunge
2523,"Alternative rock, post-grunge, pop",pop
2524,http://fr.dbpedia.org/resource/Art_rock,art rock
2525,http://fr.dbpedia.org/resource/Eurobeat,eurobeat
2526,http://fr.dbpedia.org/resource/Electro-indus,electro indus
2527,http://fr.dbpedia.org/resource/Schlager,schlager
2528,"Pop, indie",indie pop
2529,http://fr.dbpedia.org/resource/Crustcore,crustcore
2530,http://fr.dbpedia.org/resource/Grindcore,grindcore
2531,http://fr.dbpedia.org/resource/Musiques_électroniques,musiques electroniques
2532,http://fr.dbpedia.org/resource/Arabesque_music,arabesque
2533,http://fr.dbpedia.org/resource/Musique_algérienne,musique algérienne
2534,http://fr.dbpedia.org/resource/Progressive,progressive
2535,"Blues, folk et rock instrumental",blues
2536,"Blues, folk et rock instrumental",folk
2537,"Blues, folk et rock instrumental",rock instrumental
2538,http://fr.dbpedia.org/resource/Jazz_funk,jazz-funk
2539,http://fr.dbpedia.org/resource/Rap_metal,rap metal
2540,http://fr.dbpedia.org/resource/Rapcore,rapcore
2541,http://fr.dbpedia.org/resource/Power_Pop,power pop
2542,http://fr.dbpedia.org/resource/Pop-Folk_(musique),pop-folk
2543,http://fr.dbpedia.org/resource/Hardcore,hardcore
2544,http://fr.dbpedia.org/resource/Rock_identitaire,rock identitaire
2545,Chansons en alsacien,chanson alsacienne
2546,http://fr.dbpedia.org/resource/Jazz_manouche,jazz manouche
2547,http://fr.dbpedia.org/resource/Jazz_Balkanique,jazz balkanique
2548,http://fr.dbpedia.org/resource/Pop_traditionnel,pop traditionnel
2549,http://fr.dbpedia.org/resource/Tsugaru_shamisen,tsugaru shamisen
2550,http://fr.dbpedia.org/resource/JRock,j-rock
2551,http://fr.dbpedia.org/resource/Electro_dark,electro dark
2552,http://fr.dbpedia.org/resource/Electro_metal,electro metal
2553,http://fr.dbpedia.org/resource/Urban_pop,urban pop
2554,http://fr.dbpedia.org/resource/Electrop,electrop
2555,http://fr.dbpedia.org/resource/French_touch_(musique),french touch
2556,http://fr.dbpedia.org/resource/French_house,french house
2557,http://fr.dbpedia.org/resource/Chopped_and_screwed,chopped and screwed
2558,Folklore québécois,folklore québécois
2559,http://fr.dbpedia.org/resource/Art_lyrique,art lyrique
2560,http://fr.dbpedia.org/resource/Musique_française,musique française
2561,http://fr.dbpedia.org/resource/Semi-classique,semi-classique
2562,http://fr.dbpedia.org/resource/Folklore_polonais,folklore polonais
2563,http://fr.dbpedia.org/resource/Metal_oriental,metal oriental
2564,http://fr.dbpedia.org/resource/Pop_indé,pop indé
2565,http://fr.dbpedia.org/resource/Musique_Électronique,musique electronique
2566,http://fr.dbpedia.org/resource/Pimba,pimba
2567,http://fr.dbpedia.org/resource/Pop_latino,pop latino
2568,"Pop, soul",pop
2569,"Pop, soul",soul
2570,http://fr.dbpedia.org/resource/Pop_psychédélique,pop psychédélique
2571,http://fr.dbpedia.org/resource/Blues-rock,blues rock
2572,http://fr.dbpedia.org/resource/Funk_metal,funk-metal
2573,http://fr.dbpedia.org/resource/Musique_semi-classique,musique semi-classique
2574,http://fr.dbpedia.org/resource/R&B_contemporain,r&b contemporain
2575,http://fr.dbpedia.org/resource/Opéra,opéra
2576,http://fr.dbpedia.org/resource/Musique_moderne,musique moderne
2577,pop rock / euro dance,pop rock
2578,pop rock / euro dance,euro dance
2579,http://fr.dbpedia.org/resource/Hip_hop_music,hip-hop
2580,http://fr.dbpedia.org/resource/Hip_hop_Tuga,hip-hop tuga
2581,http://fr.dbpedia.org/resource/Progressive_house,house progressive
2582,http://fr.dbpedia.org/resource/Breaks,breaks
2583,http://fr.dbpedia.org/resource/Hardstyle,hardstyle
2584,http://fr.dbpedia.org/resource/Hard_house,hard house
2585,http://fr.dbpedia.org/resource/Electro-house,electro house
2586,http://fr.dbpedia.org/resource/College_rock,college rock
2587,http://fr.dbpedia.org/resource/No_wave,no wave
2588,http://fr.dbpedia.org/resource/Electro_pop_rock,electro pop rock
2589,http://fr.dbpedia.org/resource/Dream_pop,dream pop
2590,http://fr.dbpedia.org/resource/Ambient_music,ambient
2591,http://fr.dbpedia.org/resource/Death_metal_progressif,death metal progressif
2592,http://fr.dbpedia.org/resource/Noisy_pop,noisy pop
2593,http://fr.dbpedia.org/resource/Power_pop,power pop
2594,http://fr.dbpedia.org/resource/Rock_music,rock
2595,http://fr.dbpedia.org/resource/Prague_underground_(movement),prague underground (movement)
2596,http://fr.dbpedia.org/resource/Experimental_rock,rock expérimental
2597,http://fr.dbpedia.org/resource/Rock_en_espagnol,rock en espagnol
2598,http://fr.dbpedia.org/resource/Ohangla,ohangla
2599,"Metal chrétien, death metal, heavy metal, thrash metal, metal néo-classique, metal progressif, power metal, speed metal",metal chrétien
2600,"Metal chrétien, death metal, heavy metal, thrash metal, metal néo-classique, metal progressif, power metal, speed metal",death metal
2601,"Metal chrétien, death metal, heavy metal, thrash metal, metal néo-classique, metal progressif, power metal, speed metal",heavy metal
2602,"Metal chrétien, death metal, heavy metal, thrash metal, metal néo-classique, metal progressif, power metal, speed metal",thrash metal
2603,"Metal chrétien, death metal, heavy metal, thrash metal, metal néo-classique, metal progressif, power metal, speed metal",metal néo-classique
2604,"Metal chrétien, death metal, heavy metal, thrash metal, metal néo-classique, metal progressif, power metal, speed metal",metal progressif
2605,"Metal chrétien, death metal, heavy metal, thrash metal, metal néo-classique, metal progressif, power metal, speed metal",power metal
2606,"Metal chrétien, death metal, heavy metal, thrash metal, metal néo-classique, metal progressif, power metal, speed metal",speed metal
2607,http://fr.dbpedia.org/resource/Acid_jazz_(musique),acid jazz
2608,http://fr.dbpedia.org/resource/Funk_(musique),funk
2609,http://fr.dbpedia.org/resource/Ambient_pop,ambient pop
2610,http://fr.dbpedia.org/resource/Dreampop,dream pop
2611,"Martial, musique industrielle, musique électronique, néofolk",martial
2612,"Martial, musique industrielle, musique électronique, néofolk",musique industrielle
2613,"Martial, musique industrielle, musique électronique, néofolk",musique electronique
2614,"Martial, musique industrielle, musique électronique, néofolk",néofolk
2615,http://fr.dbpedia.org/resource/Musique_turque,musique turque
2616,Variété,variété
2617,"Classique : Ballet, opéra",classique
2618,"Classique : Ballet, opéra",ballet
2619,"Classique : Ballet, opéra",opéra
2620,http://fr.dbpedia.org/resource/Balearic_house,balearic house
2621,http://fr.dbpedia.org/resource/J-tek,j-tek
2622,http://fr.dbpedia.org/resource/Hip-hop_africain,hip-hop africain
2623,http://fr.dbpedia.org/resource/National_socialist_black_metal,national socialist black metal
2624,Alternative / electronic / industrial,alternative
2625,Alternative / electronic / industrial,electronique
2626,Alternative / electronic / industrial,industrial
2627,"Heavy metal, speed metal, thrash metal, protometalcore",heavy metal
2628,"Heavy metal, speed metal, thrash metal, protometalcore",speed metal
2629,"Heavy metal, speed metal, thrash metal, protometalcore",thrash metal
2630,"Heavy metal, speed metal, thrash metal, protometalcore",protometalcore
2631,http://fr.dbpedia.org/resource/Heavy_rock,heavy rock
2632,http://fr.dbpedia.org/resource/New_prog,new prog
2633,http://fr.dbpedia.org/resource/Boogie_woogie,boogie woogie
2634,http://fr.dbpedia.org/resource/Hip-hop_français,hip-hop français
2635,http://fr.dbpedia.org/resource/Chanson_réaliste,chanson réaliste
2636,http://fr.dbpedia.org/resource/Traditionnel,traditionnel
2637,http://fr.dbpedia.org/resource/Latin_pop,latin pop
2638,http://fr.dbpedia.org/resource/Hawfi,hawfi
2639,http://fr.dbpedia.org/resource/Hawzi,houzi
2640,Inconnu,inconnu
2641,"Variété française, pop, reggae, soul, jazz et blues",variété française
2642,"Variété française, pop, reggae, soul, jazz et blues",pop
2643,"Variété française, pop, reggae, soul, jazz et blues",reggae
2644,"Variété française, pop, reggae, soul, jazz et blues",soul
2645,"Variété française, pop, reggae, soul, jazz et blues",jazz
2646,"Variété française, pop, reggae, soul, jazz et blues",blues
2647,http://fr.dbpedia.org/resource/Musique_symphonique,musique symphonique
2648,"Rock, pop-rock",rock
2649,"Rock, pop-rock",pop-rock
2650,http://fr.dbpedia.org/resource/UK_garage,uk garage
2651,http://fr.dbpedia.org/resource/Comédie_musicale,comédie
2652,http://fr.dbpedia.org/resource/Comédie_musicale,musical
2653,"pop electro français, pop electro",pop electro français
2654,"pop electro français, pop electro",pop electro
2655,http://fr.dbpedia.org/resource/Électro-rock,electro rock
2656,"Coupé-décalé, African Electro,",coupé-décalé
2657,"Coupé-décalé, African Electro,",african electro
2658,"Coupé-décalé, African Electro,",none
2659,http://fr.dbpedia.org/resource/Funky_house,funky house
2660,http://fr.dbpedia.org/resource/Tech_house,tech house
2661,http://fr.dbpedia.org/resource/Martial_industriel,martial industriel
2662,http://fr.dbpedia.org/resource/Neofolk,néofolk
2663,http://fr.dbpedia.org/resource/Hardrock,hard rock
2664,http://fr.dbpedia.org/resource/Hard_bop,hardbop
2665,http://fr.dbpedia.org/resource/Gwerz,gwerz
2666,http://fr.dbpedia.org/resource/Kan_ha_diskan,kan ha diskan
2667,pop,pop
2668,http://fr.dbpedia.org/resource/Heavy_Metal_(musique),heavy metal
2669,http://fr.dbpedia.org/resource/Metal_gothique,gothique metal
2670,Classique-Innu,classique-innu
2671,Jazz et musiques improvisées,jazz
2672,Jazz et musiques improvisées,musiques improvisées
2673,House / dance / electro Deep music,house
2674,House / dance / electro Deep music,dance
2675,House / dance / electro Deep music,electro deep music
2676,http://fr.dbpedia.org/resource/Bollywood,bollywood
2677,http://fr.dbpedia.org/resource/Kollywood,kollywood
2678,http://fr.dbpedia.org/resource/Boléro,boléro
2679,http://fr.dbpedia.org/resource/Biguine,biguine
2680,http://fr.dbpedia.org/resource/Tango_(genre_musical),tango (genre musical)
2681,http://fr.dbpedia.org/resource/Cadence,cadence
2682,http://fr.dbpedia.org/resource/Cyber_metal,cyber metal
2683,"Rock, folk, heavy blues",rock
2684,"Rock, folk, heavy blues",folk
2685,"Rock, folk, heavy blues",heavy blues
2686,http://fr.dbpedia.org/resource/Madrigal,madrigal
2687,"Folklorique touvain , Chant diphonique",folklorique touvain 
2688,"Folklorique touvain , Chant diphonique",chant diphonique
2689,http://fr.dbpedia.org/resource/Medieval_metal,medieval metal
2690,Indie folk,indie
2691,Indie folk,folk
2692,http://fr.dbpedia.org/resource/Musique_amazighe,musique amazighe
2693,motets,motets
2694,musique profane et instrumentale,musique profane
2695,musique profane et instrumentale,instrumentale
2696,http://fr.dbpedia.org/resource/Punk_Rock,punk-rock
2697,http://fr.dbpedia.org/resource/Christian_rock,christian rock
2698,http://fr.dbpedia.org/resource/Ndombolo,ndombolo
2699,http://fr.dbpedia.org/resource/Zumba,zumba
2700,http://fr.dbpedia.org/resource/Southern_rock,southern rock
2701,musique instrumentale pour luth,musique instrumentale pour luth
2702,http://fr.dbpedia.org/resource/Rock_instrumental,rock instrumental
2703,http://fr.dbpedia.org/resource/Lo-Fi,lo-fi
2704,http://fr.dbpedia.org/resource/ElecListe_de_guitaristes_utilisant_la_Fender_Stratocastertronica,none
2705,http://fr.dbpedia.org/resource/Avant-Garde,avant-garde
2706,"musique expérimentale, NetMusic, musique improvisée, musique contemporaine, musique électroacoustique",musique expérimentale
2707,"musique expérimentale, NetMusic, musique improvisée, musique contemporaine, musique électroacoustique",netmusic
2708,"musique expérimentale, NetMusic, musique improvisée, musique contemporaine, musique électroacoustique",musique improvisée
2709,"musique expérimentale, NetMusic, musique improvisée, musique contemporaine, musique électroacoustique",musique contemporaine
2710,"musique expérimentale, NetMusic, musique improvisée, musique contemporaine, musique électroacoustique",musique electroacoustique
2711,http://fr.dbpedia.org/resource/Musique_de_la_République_du_Congo,musique de la république du congo
2712,http://fr.dbpedia.org/resource/Musique_africaine,musique africaine
2713,http://fr.dbpedia.org/resource/Rumba_congolaise,rumba congolaise
2714,http://fr.dbpedia.org/resource/Soukous,soukous
2715,http://fr.dbpedia.org/resource/Soul_psychédélique,soul psychédélique
2716,http://fr.dbpedia.org/resource/Néo-metal,néo-metal
2717,http://fr.dbpedia.org/resource/Country_pop,country pop
2718,http://fr.dbpedia.org/resource/Italodance,italo dance
2719,http://fr.dbpedia.org/resource/Pop-folk,pop-folk
2720,Electro rock oriental,electro rock oriental
2721,[Stoner rock][Punk Hardcore|Hardcore]] / metal alternatif,stoner rock
2722,[Stoner rock][Punk Hardcore|Hardcore]] / metal alternatif,punk hardcore
2723,[Stoner rock][Punk Hardcore|Hardcore]] / metal alternatif,metal alternatif
2724,http://fr.dbpedia.org/resource/Shibuya-kei,shibuya-kei
2725,http://fr.dbpedia.org/resource/Kabyle,kabyle
2726,http://fr.dbpedia.org/resource/Kwela,kwela
2727,http://fr.dbpedia.org/resource/Nederpop,nederpop
2728,http://fr.dbpedia.org/resource/Zoblazo,zoblazo
2729,http://fr.dbpedia.org/resource/Tribal_house,tribal house
2730,http://fr.dbpedia.org/resource/Skacore,skacore
2731,http://fr.dbpedia.org/resource/Alternative_hip-hop,alternative hip-hop
2732,http://fr.dbpedia.org/resource/Créole,créole
2733,http://fr.dbpedia.org/resource/Electro_punk,electro punk
2734,http://fr.dbpedia.org/resource/Rap_Français,rap français
2735,http://fr.dbpedia.org/resource/Avant-garde_jazz,avant-garde
2736,http://fr.dbpedia.org/resource/Avant-garde_jazz,jazz
2737,http://fr.dbpedia.org/resource/Fusion-rock,fusion rock
2738,"Électronique, synthpop, Pop",electronique
2739,"Électronique, synthpop, Pop",synthpop
2740,"Électronique, synthpop, Pop",pop
2741,http://fr.dbpedia.org/resource/Smooth_jazz,smooth jazz
2742,http://fr.dbpedia.org/resource/Jazz_West_Coast,jazz west coast
2743,http://fr.dbpedia.org/resource/Instrumental_rock,rock instrumental
2744,http://fr.dbpedia.org/resource/Heavy_metal_music,heavy metal music
2745,http://fr.dbpedia.org/resource/Minimal_techno,minimal techno
2746,http://fr.dbpedia.org/resource/Latin_rock,latin rock
2747,http://fr.dbpedia.org/resource/Musique_progressive,musique progressive
2748,http://fr.dbpedia.org/resource/Arabic_Pop_(musique),arabe
2749,http://fr.dbpedia.org/resource/Arabic_Pop_(musique),pop
2750,http://fr.dbpedia.org/resource/Horror-shock_metal,horror-shock metal
2751,http://fr.dbpedia.org/resource/Sinophone,sinophone
2752,musique celtique,musique celtique
2753,"Pop, rock",pop-rock
2754,http://fr.dbpedia.org/resource/Folk_music,folk music
2755,http://fr.dbpedia.org/resource/Jam_bands,jam band
2756,http://fr.dbpedia.org/resource/Neo_metal,néo-metal
2757,Rock alternatif,rock alternatif
2758,"Heavy metal, hard rock, metal instrumental",heavy metal
2759,"Heavy metal, hard rock, metal instrumental",hard rock
2760,"Heavy metal, hard rock, metal instrumental",metal instrumental
2761,http://fr.dbpedia.org/resource/Culture_underground,underground (culture)
2762,http://fr.dbpedia.org/resource/Aggrotech,aggrotech
2763,http://fr.dbpedia.org/resource/Electro-pop,electro pop
2764,http://fr.dbpedia.org/resource/Chanson_de_cabaret,chanson de cabaret
2765,http://fr.dbpedia.org/resource/Chanson_de_théâtre,chanson de théâtre
2766,http://fr.dbpedia.org/resource/Chanson_à_boire,chanson à boire
2767,chanson,chanson
2768,opéra,opéra
2769,http://fr.dbpedia.org/resource/Musique_électroacoustique,musique electroacoustique
2770,http://fr.dbpedia.org/resource/Lyrique,lyrique
2771,http://fr.dbpedia.org/resource/Havoc_Records,none
2772,"Jazz,",jazz
2773,http://fr.dbpedia.org/resource/Slam_(poésie),slam (poésie)
2774,"Alternative hip hop, traditional hip hop",alternative hip-hop
2775,"Alternative hip hop, traditional hip hop",traditional hip-hop
2776,"Rap, Electro, Urban , Hip-hop , House",rap
2777,"Rap, Electro, Urban , Hip-hop , House",electro
2778,"Rap, Electro, Urban , Hip-hop , House",urban 
2779,"Rap, Electro, Urban , Hip-hop , House",hip-hop 
2780,"Rap, Electro, Urban , Hip-hop , House",house
2781,http://fr.dbpedia.org/resource/Rock_canadien,rock canadien
2782,http://fr.dbpedia.org/resource/Boîte_de_nuit,boîte de nuit
2783,http://fr.dbpedia.org/resource/Nujazz,nu jazz
2784,http://fr.dbpedia.org/resource/Desert_rock,desert rock
2785,http://fr.dbpedia.org/resource/Nouvelle_scène_rock_française,nouvelle scène rock française
2786,http://fr.dbpedia.org/resource/NWOBHM,nwobhm
2787,http://fr.dbpedia.org/resource/Medieval_rock,medieval rock
2788,http://fr.dbpedia.org/resource/Frenchcore,frenchcore
2789,"Techno, hard techno, techno hardcore, frenchcore",techno
2790,"Techno, hard techno, techno hardcore, frenchcore",hard techno
2791,"Techno, hard techno, techno hardcore, frenchcore",techno hardcore
2792,"Techno, hard techno, techno hardcore, frenchcore",frenchcore
2793,http://fr.dbpedia.org/resource/Country_folk,country folk
2794,http://fr.dbpedia.org/resource/Makina,makina
2795,http://fr.dbpedia.org/resource/Breakbeat_hardcore,breakbeat hardcore
2796,http://fr.dbpedia.org/resource/Happy_hardcore,happy hardcore
