,genre,simplified genre
6051,Blues rock,blues rock
6052,http://fr.dbpedia.org/resource/Fanfare,fanfare
6053,"Pop, R&B",pop
6054,"Pop, R&B",r&b
6055,"Chanson, pop",chanson
6056,"Chanson, pop",pop
6057,"Indie dance, synthpop, musique folk, folktronica",indie dance
6058,"Indie dance, synthpop, musique folk, folktronica",synthpop
6059,"Indie dance, synthpop, musique folk, folktronica",musique folk
6060,"Indie dance, synthpop, musique folk, folktronica",folktronica
6061,"Variétés, humour",variétés
6062,"Variétés, humour",humour
6063,http://fr.dbpedia.org/resource/Salegy,salegy
6064,Folk Wassoulou,folk wassoulou
6065,http://fr.dbpedia.org/resource/Musique_New_Wave,new wave
6066,World,world
6067,http://fr.dbpedia.org/resource/Brakin'_house,brakin' house
6068,http://fr.dbpedia.org/resource/Ska-punk,ska-punk
6069,http://fr.dbpedia.org/resource/AOR,aor
6070,"Hip-hop, afro-pop",hip-hop
6071,"Hip-hop, afro-pop",afro-pop
6072,"Funana, Coladeira, Coladance, Afrozouk Zouk, Kizomba, Tarraxa, Tarraxinha",funana
6073,"Funana, Coladeira, Coladance, Afrozouk Zouk, Kizomba, Tarraxa, Tarraxinha",coladeira
6074,"Funana, Coladeira, Coladance, Afrozouk Zouk, Kizomba, Tarraxa, Tarraxinha",coladance
6075,"Funana, Coladeira, Coladance, Afrozouk Zouk, Kizomba, Tarraxa, Tarraxinha",afrozouk zouk
6076,"Funana, Coladeira, Coladance, Afrozouk Zouk, Kizomba, Tarraxa, Tarraxinha",kizomba
6077,"Funana, Coladeira, Coladance, Afrozouk Zouk, Kizomba, Tarraxa, Tarraxinha",tarraxa
6078,"Funana, Coladeira, Coladance, Afrozouk Zouk, Kizomba, Tarraxa, Tarraxinha",tarraxinha
6079,"Zouk, Funana, Cabo, Cabo Love, Kizomba, Tarrachinha",zouk
6080,"Zouk, Funana, Cabo, Cabo Love, Kizomba, Tarrachinha",funana
6081,"Zouk, Funana, Cabo, Cabo Love, Kizomba, Tarrachinha",cabo
6082,"Zouk, Funana, Cabo, Cabo Love, Kizomba, Tarrachinha",cabo love
6083,"Zouk, Funana, Cabo, Cabo Love, Kizomba, Tarrachinha",kizomba
6084,"Zouk, Funana, Cabo, Cabo Love, Kizomba, Tarrachinha",tarrachinha
6085,ethno-rock,ethno-rock
6086,http://fr.dbpedia.org/resource/Microhouse,microhouse
6087,chanson romande,chanson romande
6088,http://fr.dbpedia.org/resource/TexAmericana,texamericana
6089,http://fr.dbpedia.org/resource/Western_Music,western
6090,http://fr.dbpedia.org/resource/Western_Music,music
6091,electro pop indépendant,electro pop indépendant
6092,http://fr.dbpedia.org/resource/Industriel,industriel
6093,Pop-Rn'B-Dance,pop-rn'b-dance
6094,http://fr.dbpedia.org/resource/Amun_style,amun style
6095,"Musique pop, acoustique",musique pop
6096,"Musique pop, acoustique",acoustique
6097,http://fr.dbpedia.org/resource/Acoustic_music,acoustique
6098,Rock/pop/indie,rock/pop/indie
6099,http://fr.dbpedia.org/resource/Pop_de_chambre,pop de chambre
6100,http://fr.dbpedia.org/resource/Chanson_populaire,chanson populaire
6101,http://fr.dbpedia.org/resource/Opera_buffa,opera buffa
6102,"musique classique, musiques électroniques",musique classique
6103,"musique classique, musiques électroniques",musiques electroniques
6104,"Pop rock, folk",pop rock
6105,"Pop rock, folk",folk
6106,http://fr.dbpedia.org/resource/Musique_électronique(genre_musical),musique electronique
6107,"Luso blues, folk rock, ballade, swing, chanson française",luso blues
6108,"Luso blues, folk rock, ballade, swing, chanson française",folk rock
6109,"Luso blues, folk rock, ballade, swing, chanson française",ballade
6110,"Luso blues, folk rock, ballade, swing, chanson française",swing
6111,"Luso blues, folk rock, ballade, swing, chanson française",chanson française
6112,"funk, jazz, soul, New Orleans R&B et hip-hop.",funk
6113,"funk, jazz, soul, New Orleans R&B et hip-hop.",jazz
6114,"funk, jazz, soul, New Orleans R&B et hip-hop.",soul
6115,"funk, jazz, soul, New Orleans R&B et hip-hop.",new orleans r&b
6116,"funk, jazz, soul, New Orleans R&B et hip-hop.",hip-hop.
6117,http://fr.dbpedia.org/resource/Jam_session,jam session
6118,"French Rock, French Pop Rock",french rock
6119,"French Rock, French Pop Rock",french pop rock
6120,"Dubstep, drum and bass, Heavy Dubstep, electro",dubstep
6121,"Dubstep, drum and bass, Heavy Dubstep, electro",drum and bass
6122,"Dubstep, drum and bass, Heavy Dubstep, electro",heavy dubstep
6123,"Dubstep, drum and bass, Heavy Dubstep, electro",electro
6124,http://fr.dbpedia.org/resource/Folklore_turc,folklore turc
6125,Musique folk,folk
6126,"R&B, electro house, dance-pop",r&b
6127,"R&B, electro house, dance-pop",electro house
6128,"R&B, electro house, dance-pop",dance-pop
6129,http://fr.dbpedia.org/resource/Rock_electronic,electronique rock
6130,http://fr.dbpedia.org/resource/Rock_progressive,progressive rock
6131,http://fr.dbpedia.org/resource/Modern_melodeath,modern melodeath
6132,"opéra, lieder",opéra
6133,"opéra, lieder",lieder
6134,http://fr.dbpedia.org/resource/Traditionnelle,traditionnelle
6135,"Avant-garde, blues, afro, funk, rock, downtown/alternative, dark latin R&B, anti-jazz",avant-garde
6136,"Avant-garde, blues, afro, funk, rock, downtown/alternative, dark latin R&B, anti-jazz",blues
6137,"Avant-garde, blues, afro, funk, rock, downtown/alternative, dark latin R&B, anti-jazz",afro
6138,"Avant-garde, blues, afro, funk, rock, downtown/alternative, dark latin R&B, anti-jazz",funk
6139,"Avant-garde, blues, afro, funk, rock, downtown/alternative, dark latin R&B, anti-jazz",rock
6140,"Avant-garde, blues, afro, funk, rock, downtown/alternative, dark latin R&B, anti-jazz",downtown/alternative
6141,"Avant-garde, blues, afro, funk, rock, downtown/alternative, dark latin R&B, anti-jazz",dark latin r&b
6142,"Avant-garde, blues, afro, funk, rock, downtown/alternative, dark latin R&B, anti-jazz",anti-jazz
6143,"Pop, trance, house music",pop
6144,"Pop, trance, house music",trance
6145,"Pop, trance, house music",house
6146,"Afropop, world music, musique africaine",afropop
6147,"Afropop, world music, musique africaine",musique du monde
6148,"Afropop, world music, musique africaine",musique africaine
6149,http://fr.dbpedia.org/resource/Nasheed,nasheed
6150,"Twoubadou  haïtien,",twoubadou  haïtien
6151,"Twoubadou  haïtien,",none
6152,hard rock et heavy metal,hard rock
6153,hard rock et heavy metal,heavy metal
6154,"Pop, dance-pop, R&B",pop
6155,"Pop, dance-pop, R&B",dance-pop
6156,"Pop, dance-pop, R&B",r&b
6157,http://fr.dbpedia.org/resource/Musique_filmi,musique filmi
6158,"Synthpop, rock indépendant, post-punk revival",synthpop
6159,"Synthpop, rock indépendant, post-punk revival",rock indépendant
6160,"Synthpop, rock indépendant, post-punk revival",post-punk revival
6161,http://fr.dbpedia.org/resource/Schalger,schalger
6162,http://fr.dbpedia.org/resource/Ethnopop,ethno-pop
6163,Sonic Art,sonic art
6164,"Indie pop, pop baroque, alternatif,",indie pop
6165,"Indie pop, pop baroque, alternatif,",pop baroque
6166,"Indie pop, pop baroque, alternatif,",alternatif
6167,"Indie pop, pop baroque, alternatif,",none
6168,http://fr.dbpedia.org/resource/Chanson_Française,chanson française
6169,http://fr.dbpedia.org/resource/Musique_populaire_(du_monde),musique populaire
6170,"Roots rock, Southern rock, garage rock, soul, Americana, blues rock",roots rock
6171,"Roots rock, Southern rock, garage rock, soul, Americana, blues rock",southern rock
6172,"Roots rock, Southern rock, garage rock, soul, Americana, blues rock",garage rock
6173,"Roots rock, Southern rock, garage rock, soul, Americana, blues rock",soul
6174,"Roots rock, Southern rock, garage rock, soul, Americana, blues rock",americana
6175,"Roots rock, Southern rock, garage rock, soul, Americana, blues rock",blues rock
6176,http://fr.dbpedia.org/resource/Techno_(musique),techno
6177,http://fr.dbpedia.org/resource/Storytelling,storytelling
6178,"Death metal, dark metal, oriental metal",death metal
6179,"Death metal, dark metal, oriental metal",dark metal
6180,"Death metal, dark metal, oriental metal",oriental metal
6181,http://fr.dbpedia.org/resource/DS_pop,ds pop
6182,"Electronic, avant-garde, synthpop, disco",electronique
6183,"Electronic, avant-garde, synthpop, disco",avant-garde
6184,"Electronic, avant-garde, synthpop, disco",synthpop
6185,"Electronic, avant-garde, synthpop, disco",disco
6186,"Funk, soul",funk
6187,"Funk, soul",soul
6188,chanson italienne,chanson italienne
6189,http://fr.dbpedia.org/resource/Soul(musique),soul
6190,"musique de la Renaissance, , musique contemporaine",musique de la renaissance
6191,"musique de la Renaissance, , musique contemporaine",
6192,"musique de la Renaissance, , musique contemporaine",musique contemporaine
6193,http://fr.dbpedia.org/resource/Pantomime,pantomime
6194,http://fr.dbpedia.org/resource/Pop_country,country pop
6195,http://fr.dbpedia.org/resource/Sertanejo,sertanejo
6196,http://fr.dbpedia.org/resource/Comédie,comédie
6197, rock,rock
6198,http://fr.dbpedia.org/resource/Classique_(musique),musique classique
6199,http://fr.dbpedia.org/resource/Marimbalax_(musique),marimbalax
6200,Folk trash,folk trash
6201,Dance-pop,dance
6202,Dance-pop,pop
6203,http://fr.dbpedia.org/resource/Rock_grunge,rock grunge
6204,http://fr.dbpedia.org/resource/Drum_&_bass,drum and bass
6205,http://fr.dbpedia.org/resource/Liquid_funk,liquid funk
6206,http://fr.dbpedia.org/resource/Variété_internationale,variété internationale
6207,Comedy hip-hop,comedy hip-hop
6208,"Dance, electropop, tribal",dance
6209,"Dance, electropop, tribal",electropop
6210,"Dance, electropop, tribal",tribal
6211,Bóleros,boléro
6212,"Eurodance, house, 2-step, R&B",eurodance
6213,"Eurodance, house, 2-step, R&B",house
6214,"Eurodance, house, 2-step, R&B",2-step
6215,"Eurodance, house, 2-step, R&B",r&b
6216,"""Paumotu gothique""",paumotu gothique
6217,"Sertanejo, pop latino",sertanejo
6218,"Sertanejo, pop latino",pop latino
6219,Musique Populaire Brésilienne - MPB,musique populaire brésilienne
6220,Musique Populaire Brésilienne - MPB,mpb
6221,http://fr.dbpedia.org/resource/Brit_pop,brit pop
6222,"Electro, pop et R&B",electro
6223,"Electro, pop et R&B",pop
6224,"Electro, pop et R&B",r&b
6225,http://fr.dbpedia.org/resource/Gitan,gitan
6226,Classique et musique du monde,classique
6227,Classique et musique du monde,musique du monde
6228,http://fr.dbpedia.org/resource/Southern_soul,southern soul
6229,"Art lyrique, negro spirituals, gospels",art lyrique
6230,"Art lyrique, negro spirituals, gospels",negro spirituals
6231,"Art lyrique, negro spirituals, gospels",gospels
6232,"musiques traditionnelles , jazz, musique classique",musiques traditionnelles 
6233,"musiques traditionnelles , jazz, musique classique",jazz
6234,"musiques traditionnelles , jazz, musique classique",musique classique
6235,"fusion, chaâbi-groove fusion",fusion
6236,"fusion, chaâbi-groove fusion",chaâbi-groove fusion
6237,http://fr.dbpedia.org/resource/Tech_trance,tech trance
6238,"Dark Psyche-pop, indie rock",dark psyche-pop
6239,"Dark Psyche-pop, indie rock",indie rock
6240,"R&B, rap, électro, funk, soul",r&b
6241,"R&B, rap, électro, funk, soul",rap
6242,"R&B, rap, électro, funk, soul",electro
6243,"R&B, rap, électro, funk, soul",funk
6244,"R&B, rap, électro, funk, soul",soul
6245,Rock world music,rock world music
6246,Musique politique,musique politique
6247,"Musique électronique, techno trance, hardstyle, hardcore, rock",musique electronique
6248,"Musique électronique, techno trance, hardstyle, hardcore, rock",techno trance
6249,"Musique électronique, techno trance, hardstyle, hardcore, rock",hardstyle
6250,"Musique électronique, techno trance, hardstyle, hardcore, rock",hardcore
6251,"Musique électronique, techno trance, hardstyle, hardcore, rock",rock
6252,http://fr.dbpedia.org/resource/Death_industriel,death industriel
6253,"Dirty south, gangsta rap, rap hardcore, Latin rap",dirty south
6254,"Dirty south, gangsta rap, rap hardcore, Latin rap",gangsta rap
6255,"Dirty south, gangsta rap, rap hardcore, Latin rap",rap hardcore
6256,"Dirty south, gangsta rap, rap hardcore, Latin rap",latin rap
6257,http://fr.dbpedia.org/resource/Dance-rock,dance rock
6258,Chansons pour enfants,chanson pour enfants
6259,http://fr.dbpedia.org/resource/Emoviolence,emoviolence
6260,"http://fr.dbpedia.org/resource/Jazz,_Latin_Jazz,_World,_Pop,_Chanson_Française,_Musiques_improvisées",jazz
6261,"http://fr.dbpedia.org/resource/Jazz,_Latin_Jazz,_World,_Pop,_Chanson_Française,_Musiques_improvisées",latin jazz
6262,"http://fr.dbpedia.org/resource/Jazz,_Latin_Jazz,_World,_Pop,_Chanson_Française,_Musiques_improvisées",world
6263,"http://fr.dbpedia.org/resource/Jazz,_Latin_Jazz,_World,_Pop,_Chanson_Française,_Musiques_improvisées",pop
6264,"http://fr.dbpedia.org/resource/Jazz,_Latin_Jazz,_World,_Pop,_Chanson_Française,_Musiques_improvisées",chanson française
6265,"http://fr.dbpedia.org/resource/Jazz,_Latin_Jazz,_World,_Pop,_Chanson_Française,_Musiques_improvisées",musiques improvisées
6266,Rock-Trad,rock-trad
6267,http://fr.dbpedia.org/resource/Mákina,makina
6268,http://fr.dbpedia.org/resource/École_de_Canterbury,école de canterbury
6269,http://fr.dbpedia.org/resource/Avant-rock,avant rock
6270,"soul, hip-hop, funk, polyphonies africaines",soul
6271,"soul, hip-hop, funk, polyphonies africaines",hip-hop
6272,"soul, hip-hop, funk, polyphonies africaines",funk
6273,"soul, hip-hop, funk, polyphonies africaines",polyphonies africaines
6274,"Musique de bande-annonce , Orchestral, Classique, musique épique",musique de bande-annonce 
6275,"Musique de bande-annonce , Orchestral, Classique, musique épique",orchestral
6276,"Musique de bande-annonce , Orchestral, Classique, musique épique",classique
6277,"Musique de bande-annonce , Orchestral, Classique, musique épique",musique épique
6278,"Variété en français et français du Maghreb, arabe tunisien et classique, judéo-tunisien",variété en français
6279,"Variété en français et français du Maghreb, arabe tunisien et classique, judéo-tunisien",français du maghreb
6280,"Variété en français et français du Maghreb, arabe tunisien et classique, judéo-tunisien",arabe tunisien
6281,"Variété en français et français du Maghreb, arabe tunisien et classique, judéo-tunisien",classique
6282,"Variété en français et français du Maghreb, arabe tunisien et classique, judéo-tunisien",judéo-tunisien
6283,http://fr.dbpedia.org/resource/Human_beatbox,human beatbox
6284,http://fr.dbpedia.org/resource/Musique_éthiopienne,musique éthiopienne
6285,"calypso, rock soul,funk, reggae, bouyon, merengue, soca, zouk, gwo-ka, Cadence-Lypso",calypso
6286,"calypso, rock soul,funk, reggae, bouyon, merengue, soca, zouk, gwo-ka, Cadence-Lypso",rock soul
6287,"calypso, rock soul,funk, reggae, bouyon, merengue, soca, zouk, gwo-ka, Cadence-Lypso",funk
6288,"calypso, rock soul,funk, reggae, bouyon, merengue, soca, zouk, gwo-ka, Cadence-Lypso",reggae
6289,"calypso, rock soul,funk, reggae, bouyon, merengue, soca, zouk, gwo-ka, Cadence-Lypso",bouyon
6290,"calypso, rock soul,funk, reggae, bouyon, merengue, soca, zouk, gwo-ka, Cadence-Lypso",merengue
6291,"calypso, rock soul,funk, reggae, bouyon, merengue, soca, zouk, gwo-ka, Cadence-Lypso",soca
6292,"calypso, rock soul,funk, reggae, bouyon, merengue, soca, zouk, gwo-ka, Cadence-Lypso",zouk
6293,"calypso, rock soul,funk, reggae, bouyon, merengue, soca, zouk, gwo-ka, Cadence-Lypso",gwo-ka
6294,"calypso, rock soul,funk, reggae, bouyon, merengue, soca, zouk, gwo-ka, Cadence-Lypso",cadence-lypso
6295,http://fr.dbpedia.org/resource/Indietronique,indietronique
6296,"Rap East Coast, rap underground  jazz rap",rap east coast
6297,"Rap East Coast, rap underground  jazz rap",rap underground  jazz rap
6298,http://fr.dbpedia.org/resource/Pop-rock_psychédélique,pop-rock psychédélique
6299,http://fr.dbpedia.org/resource/Klapa,klapa
6300,http://fr.dbpedia.org/resource/Euro_house,euro house
6301,", Reggae, punk",reggae
6302,", Reggae, punk",punk
6303,http://fr.dbpedia.org/resource/Urban_rock,urban rock
6304,"rock, musique celtique",rock
6305,"rock, musique celtique",musique celtique
6306,Hip hop,hip-hop
6307,http://fr.dbpedia.org/resource/K-rock,k-rock
6308,"Hip-hop, electropop, baltimore club, electronica",hip-hop
6309,"Hip-hop, electropop, baltimore club, electronica",electropop
6310,"Hip-hop, electropop, baltimore club, electronica",baltimore club
6311,"Hip-hop, electropop, baltimore club, electronica",electroniquea
6312,http://fr.dbpedia.org/resource/Folk_indé,folk indé
6313,http://fr.dbpedia.org/resource/Oldschool_hardcore,old school
6314,http://fr.dbpedia.org/resource/Oldschool_hardcore,hardcore
6315,"Alternative rock, Indie Rock, Punk rock, Reggae.",alternative rock
6316,"Alternative rock, Indie Rock, Punk rock, Reggae.",indie rock
6317,"Alternative rock, Indie Rock, Punk rock, Reggae.",punk rock
6318,"Alternative rock, Indie Rock, Punk rock, Reggae.",reggae.
6319,http://fr.dbpedia.org/resource/Tech_House,tech house
6320,"Gwo Siwo, Mayole, Gwo Ka",gwo siwo
6321,"Gwo Siwo, Mayole, Gwo Ka",mayole
6322,"Gwo Siwo, Mayole, Gwo Ka",gwo ka
6323,http://fr.dbpedia.org/resource/Carnaval_de_Guadeloupe,carnaval de guadeloupe
6324,"R&B, soul, hip-hop et pop",r&b
6325,"R&B, soul, hip-hop et pop",soul
6326,"R&B, soul, hip-hop et pop",hip-hop
6327,"R&B, soul, hip-hop et pop",pop
6328,"Rock indépendant, indie pop, shoegazing, dreampop",rock indépendant
6329,"Rock indépendant, indie pop, shoegazing, dreampop",indie pop
6330,"Rock indépendant, indie pop, shoegazing, dreampop",shoegazing
6331,"Rock indépendant, indie pop, shoegazing, dreampop",dreampop
6332,Métal alternatif,metal alternatif
6333,Vallenato,vallenato
6334,"Alternative rock, power pop, pop punk, emo pop, grunge",alternative rock
6335,"Alternative rock, power pop, pop punk, emo pop, grunge",power pop
6336,"Alternative rock, power pop, pop punk, emo pop, grunge",pop punk
6337,"Alternative rock, power pop, pop punk, emo pop, grunge",emo pop
6338,"Alternative rock, power pop, pop punk, emo pop, grunge",grunge
6339,"J-pop, kawaii metal, J-rock, heavy metal, Death metal",j-pop
6340,"J-pop, kawaii metal, J-rock, heavy metal, Death metal",kawaii metal
6341,"J-pop, kawaii metal, J-rock, heavy metal, Death metal",j-rock
6342,"J-pop, kawaii metal, J-rock, heavy metal, Death metal",heavy metal
6343,"J-pop, kawaii metal, J-rock, heavy metal, Death metal",death metal
6344,http://fr.dbpedia.org/resource/Coladeira,coladeira
6345,http://fr.dbpedia.org/resource/Country_alternatif,country alternatif
6346,"Dubstep, brostep, drum and bass, electronica, heavy metal, trap, gorestep",dubstep
6347,"Dubstep, brostep, drum and bass, electronica, heavy metal, trap, gorestep",brostep
6348,"Dubstep, brostep, drum and bass, electronica, heavy metal, trap, gorestep",drum and bass
6349,"Dubstep, brostep, drum and bass, electronica, heavy metal, trap, gorestep",electroniquea
6350,"Dubstep, brostep, drum and bass, electronica, heavy metal, trap, gorestep",heavy metal
6351,"Dubstep, brostep, drum and bass, electronica, heavy metal, trap, gorestep",trap
6352,"Dubstep, brostep, drum and bass, electronica, heavy metal, trap, gorestep",gorestep
6353,http://fr.dbpedia.org/resource/Pizzica,pizzica
6354,"Pop, Rock",pop-rock
6355,"Pop rock, Alternative rock, Pop, Britpop, Blues et Rock indépendant.",pop rock
6356,"Pop rock, Alternative rock, Pop, Britpop, Blues et Rock indépendant.",alternative rock
6357,"Pop rock, Alternative rock, Pop, Britpop, Blues et Rock indépendant.",pop
6358,"Pop rock, Alternative rock, Pop, Britpop, Blues et Rock indépendant.",britpop
6359,"Pop rock, Alternative rock, Pop, Britpop, Blues et Rock indépendant.",blues
6360,"Pop rock, Alternative rock, Pop, Britpop, Blues et Rock indépendant.",rock indépendant.
6361,Afropop,afropop
6362,http://fr.dbpedia.org/resource/Highlife_(musique),highlife
6363,"Chanson, schlager",chanson
6364,"Chanson, schlager",schlager
6365,http://fr.dbpedia.org/resource/Disc_jockey,none
6366,Chansonnier,chansonnier
6367,http://fr.dbpedia.org/resource/Tecno-brega,tecno-brega
6368,"Varietés, rock, pop music Teatro Canzone.",varietés
6369,"Varietés, rock, pop music Teatro Canzone.",rock
6370,"Varietés, rock, pop music Teatro Canzone.",pop music teatro canzone.
6371,"Electro, House Dirty dutch",house
6372,"Electro, House Dirty dutch",electro
6373,"Electro, House Dirty dutch",dirty dutch
6374,http://fr.dbpedia.org/resource/Improvisation_musicale,improvisation musicale
6375,http://fr.dbpedia.org/resource/Noise_Rock,noise rock
6376,Folk Pop,folk pop
6377,http://fr.dbpedia.org/resource/Lăutari,lăutari
6378,"opérette, chanson",opérette
6379,"opérette, chanson",chanson
6380,http://fr.dbpedia.org/resource/Motets,motets
6381,http://fr.dbpedia.org/resource/Musique_Africaine,musique africaine
6382,"Indie pop, rock alternatif, dream pop, dark wave",indie pop
6383,"Indie pop, rock alternatif, dream pop, dark wave",rock alternatif
6384,"Indie pop, rock alternatif, dream pop, dark wave",dream pop
6385,"Indie pop, rock alternatif, dream pop, dark wave",dark wave
6386,http://fr.dbpedia.org/resource/Quatuor_à_cordes,quatuor à cordes
6387,"Hard rock, pop",hard rock
6388,"Hard rock, pop",pop
6389,"Jazz, style : Swing",jazz
6390,"Jazz, style : Swing",swing
6391,"Zouk cap-verdien, Kizomba, Cabo love",zouk cap-verdien
6392,"Zouk cap-verdien, Kizomba, Cabo love",kizomba
6393,"Zouk cap-verdien, Kizomba, Cabo love",cabo love
6394,"Eurodance, reggae fusion",eurodance
6395,"Eurodance, reggae fusion",reggae fusion
6396,"Pop, dance-pop et dance",pop
6397,"Pop, dance-pop et dance",dance-pop
6398,"Pop, dance-pop et dance",dance
6399,http://fr.dbpedia.org/resource/Afro-zouk,afro-zouk
6400,Pop/Dance alternatif,pop
6401,Pop/Dance alternatif,dance
6402,Pop/Dance alternatif,alternatif
6403,http://fr.dbpedia.org/resource/Skweee,skweee
6404,http://fr.dbpedia.org/resource/Hard-trance,hard trance
6405,"Folk rock, indie folk, blues",folk rock
6406,"Folk rock, indie folk, blues",indie folk
6407,"Folk rock, indie folk, blues",blues
6408,http://fr.dbpedia.org/resource/Musique_japonaise,musique japonaise
6409,http://fr.dbpedia.org/resource/British_soul,british soul
6410,http://fr.dbpedia.org/resource/Big_Band,big band
6411,"Garage rock, Pop psychédélique, Bubblegum",garage rock
6412,"Garage rock, Pop psychédélique, Bubblegum",pop psychédélique
6413,"Garage rock, Pop psychédélique, Bubblegum",bubblegum
6414,"hardcore, industrial hardcore, crossbreed, drum & bass, acid, dubstep, IDM",hardcore
6415,"hardcore, industrial hardcore, crossbreed, drum & bass, acid, dubstep, IDM",industrial hardcore
6416,"hardcore, industrial hardcore, crossbreed, drum & bass, acid, dubstep, IDM",crossbreed
6417,"hardcore, industrial hardcore, crossbreed, drum & bass, acid, dubstep, IDM",drum & bass
6418,"hardcore, industrial hardcore, crossbreed, drum & bass, acid, dubstep, IDM",acid
6419,"hardcore, industrial hardcore, crossbreed, drum & bass, acid, dubstep, IDM",dubstep
6420,"hardcore, industrial hardcore, crossbreed, drum & bass, acid, dubstep, IDM",idm
6421,"Rock psychédélique, Rock expérimental, Art Rock",rock psychédélique
6422,"Rock psychédélique, Rock expérimental, Art Rock",rock expérimental
6423,"Rock psychédélique, Rock expérimental, Art Rock",art rock
6424,http://fr.dbpedia.org/resource/Mapalé,mapalé
6425,http://fr.dbpedia.org/resource/Porro,porro
6426,"R&B, Pop",pop
6427,"R&B, Pop",r&b
6428,Heavy metal traditionnel,heavy metal traditionnel
6429,http://fr.dbpedia.org/resource/Balkan_Beats,balkan beats
6430,"Rock indépendant, neopunk",rock indépendant
6431,"Rock indépendant, neopunk",neopunk
6432,"Rock progressif, new prog, funk, rock psychédélique, blues, rockabilly, soft rock, alternative rock",rock progressif
6433,"Rock progressif, new prog, funk, rock psychédélique, blues, rockabilly, soft rock, alternative rock",new prog
6434,"Rock progressif, new prog, funk, rock psychédélique, blues, rockabilly, soft rock, alternative rock",funk
6435,"Rock progressif, new prog, funk, rock psychédélique, blues, rockabilly, soft rock, alternative rock",rock psychédélique
6436,"Rock progressif, new prog, funk, rock psychédélique, blues, rockabilly, soft rock, alternative rock",blues
6437,"Rock progressif, new prog, funk, rock psychédélique, blues, rockabilly, soft rock, alternative rock",rockabilly
6438,"Rock progressif, new prog, funk, rock psychédélique, blues, rockabilly, soft rock, alternative rock",soft rock
6439,"Rock progressif, new prog, funk, rock psychédélique, blues, rockabilly, soft rock, alternative rock",alternative rock
6440,"Death metal, thrash metal, death metal mélodique",death metal
6441,"Death metal, thrash metal, death metal mélodique",thrash metal
6442,"Death metal, thrash metal, death metal mélodique",death metal mélodique
6443,"Alternative, pop, lyrique",alternative
6444,"Alternative, pop, lyrique",pop
6445,"Alternative, pop, lyrique",lyrique
6446,Metal chrétien,metal chrétien
6447,"metal symphonique néo-classique,",metal symphonique néo-classique
6448,"metal symphonique néo-classique,",none
6449,http://fr.dbpedia.org/resource/Neo-thrash,neo-thrash
6450,http://fr.dbpedia.org/resource/Musiques_Actuelles,musiques actuelles
6451,http://fr.dbpedia.org/resource/Progressive_death_metal,progressive death metal
6452,"Tamawyt,Folklore Amazigh,Ahidous, musique berbère",tamawyt
6453,"Tamawyt,Folklore Amazigh,Ahidous, musique berbère",folklore amazigh
6454,"Tamawyt,Folklore Amazigh,Ahidous, musique berbère",ahidous
6455,"Tamawyt,Folklore Amazigh,Ahidous, musique berbère",musique berbère
6456,http://fr.dbpedia.org/resource/Metal_(musique),metal
6457,http://fr.dbpedia.org/resource/Rock_classique,rock classique
6458,"electro-house, progressive house, big room",electro house
6459,"electro-house, progressive house, big room",progressive house
6460,"electro-house, progressive house, big room",big room
6461,"Electro, Electro Swing",electro
6462,"Electro, Electro Swing",electro swing
6463,"G-Funk, Rap West Coast, Funk, P-Funk, Funktronica",g-funk
6464,"G-Funk, Rap West Coast, Funk, P-Funk, Funktronica",rap west coast
6465,"G-Funk, Rap West Coast, Funk, P-Funk, Funktronica",funk
6466,"G-Funk, Rap West Coast, Funk, P-Funk, Funktronica",p-funk
6467,"G-Funk, Rap West Coast, Funk, P-Funk, Funktronica",funktronica
6468,"Opéra, oratorio, mélodie, etc",opéra
6469,"Opéra, oratorio, mélodie, etc",oratorio
6470,"Opéra, oratorio, mélodie, etc",mélodie
6471,"Opéra, oratorio, mélodie, etc",c
6472,http://fr.dbpedia.org/resource/Noise,noise
6473,http://fr.dbpedia.org/resource/Orature,orature
6474,"Rap engagé, Hip-hop",rap engagé
6475,"Rap engagé, Hip-hop",hip-hop
6476,opérette et cinéma,opérette
6477,opérette et cinéma,cinéma
6478,"Jazz, musique classique, contemporaine et improvisée",jazz
6479,"Jazz, musique classique, contemporaine et improvisée",musique classique
6480,"Jazz, musique classique, contemporaine et improvisée",contemporaine
6481,"Jazz, musique classique, contemporaine et improvisée",improvisée
6482,"Jazz manouche, Swing, Bolero, Pop Alternative",jazz manouche
6483,"Jazz manouche, Swing, Bolero, Pop Alternative",swing
6484,"Jazz manouche, Swing, Bolero, Pop Alternative",bolero
6485,"Jazz manouche, Swing, Bolero, Pop Alternative",pop alternative
6486,http://fr.dbpedia.org/resource/Rock_demenziale,rock demenziale
6487,Dream-Pop,dream pop
6488,http://fr.dbpedia.org/resource/Pop_Française,pop française
6489,Folk et jazz,folk
6490,Folk et jazz,jazz
6491,Musique Abbey,musique abbey
6492,hip-hop,hip-hop
6493,Musique bambara,musique bambara
6494,Rock Indépendant,rock indépendant
6495,Rock industriel,rock industriel
6496,Musique de l'Ouest américain,musique de l'ouest américain
6497,Rock expérimental avec la Langue des signes américaine,rock expérimental avec la langue des signes américaine
6498,"Pop, Doo Wop",pop
6499,"Pop, Doo Wop",doo wop
6500,"Beat, rock, pop rock",beat
6501,"Beat, rock, pop rock",rock
6502,"Beat, rock, pop rock",pop rock
6503,Deathcore,deathcore
6504,"Shoegaze, Stoner, Slowcore",shoegaze
