,genre,simplified genre,simplified genre from URL
0,http://fr.dbpedia.org/resource/Film_documentaire,film documentaire,True
1,"thriller, drame",thriller,False
2,"thriller, drame",drame,False
3,http://fr.dbpedia.org/resource/Drame_(cinéma),drame (cinema),True
4,http://fr.dbpedia.org/resource/Film_d'horreur,film dhorreur,True
5,http://fr.dbpedia.org/resource/Thriller_(genre),thriller (genre),True
6,parodie,parodie,False
7,dessin animé,dessin anime,False
8,http://fr.dbpedia.org/resource/Comédie,comedie,True
9,Comédie,comedie,False
10,http://fr.dbpedia.org/resource/Comédie_dramatique,comedie dramatique,True
11,http://fr.dbpedia.org/resource/Science-fiction,science-fiction,True
12,http://fr.dbpedia.org/resource/Film_musical,film musical,True
13,comédie érotique,comedie erotique,False
14,Série documentaire TV,serie documentaire tv,False
15,Film dramatique,film dramatique,False
16,http://fr.dbpedia.org/resource/Film_policier,film policier,True
17,"Thriller, drame",thriller,False
18,"Thriller, drame",drame,False
19,Thriller psychologique,thriller psychologique,False
20,http://fr.dbpedia.org/resource/Film_d'aventures,film daventures,True
21,Drame de Guerre,drame de guerre,False
22,http://fr.dbpedia.org/resource/Western,western,True
23,http://fr.dbpedia.org/resource/Film_historique,film historique,True
24,http://fr.dbpedia.org/resource/Film_d'action,film daction,True
25,http://fr.dbpedia.org/resource/Mélodrame_(cinéma),melodrame (cinema),True
26,Aventure,aventure,False
27,Science-Fiction,science-fiction,False
28,http://fr.dbpedia.org/resource/Film_noir,film noir,True
29,Action,action,False
30,Art martiaux,art martiaux,False
31,http://fr.dbpedia.org/resource/Film_fantastique,film fantastique,True
32,Drame criminel,drame criminel,False
33,http://fr.dbpedia.org/resource/Cinéma_fantastique,cinema fantastique,True
34,http://fr.dbpedia.org/resource/Slasher,slasher,True
35,http://fr.dbpedia.org/resource/Comédie_policière,comedie policiere,True
36,http://fr.dbpedia.org/resource/Musique_de_film,musique de film,True
37,Bande originales,bande originales,False
38,http://fr.dbpedia.org/resource/Comédie_(film),comedie (film),True
39,http://fr.dbpedia.org/resource/Fantastique,fantastique,True
40,"Horreur, thriller",horreur,False
41,"Horreur, thriller",thriller,False
42,http://fr.dbpedia.org/resource/Film_d'aventure,film daventure,True
43,http://fr.dbpedia.org/resource/Chanbara,chanbara,True
44,Érotique,erotique,False
45,Drame sentimental,drame sentimental,False
46,"Biographie, drame",biographie,False
47,"Biographie, drame",drame,False
48,comédie,comedie,False
49,"Drame, policier",drame,False
50,"Drame, policier",policier,False
51,Drame musical,drame musical,False
52,http://fr.dbpedia.org/resource/Film_biographique,film biographique,True
53,"Thriller, Horreur, Giallo, Serial killer",thriller,False
54,"Thriller, Horreur, Giallo, Serial killer",horreur,False
55,"Thriller, Horreur, Giallo, Serial killer",giallo,False
56,"Thriller, Horreur, Giallo, Serial killer",serial killer,False
57,Drame,drame,False
58,http://fr.dbpedia.org/resource/Film_de_guerre,film de guerre,True
59,Film d'aventures,film daventures,False
60,Documentaire,documentaire,False
61,Drame romantique,drame romantique,False
62,Comédie dramatique,comedie dramatique,False
63,http://fr.dbpedia.org/resource/Conte,conte,True
64,Arts martiaux,arts martiaux,False
65,documentaire,documentaire,False
66,http://fr.dbpedia.org/resource/Film_de_cape_et_d'épée,film de cape et depee,True
67,Aventures historiques,aventures historiques,False
68,http://fr.dbpedia.org/resource/Film_d'amour,film damour,True
69,Comédiedramatique,comediedramatique,False
70,Comédie d'espionnage,comedie despionnage,False
71,Film biographique,film biographique,False
72,Film musical,film musical,False
73,"Drame, romance",drame,False
74,"Drame, romance",romance,False
75,http://fr.dbpedia.org/resource/Documentaire,documentaire,True
76,Comédie fantastique,comedie fantastique,False
77,http://fr.dbpedia.org/resource/RnB_contemporain,rnb contemporain,True
78,http://fr.dbpedia.org/resource/Hip-hop,hip-hop,True
79,http://fr.dbpedia.org/resource/Rock,rock,True
80,http://fr.dbpedia.org/resource/Comique,comique,True
81,Étude de mœurs,etude de mœurs,False
82,Satire sociale,satire sociale,False
83,http://fr.dbpedia.org/resource/Cinéma_expérimental,cinema experimental,True
84,http://fr.dbpedia.org/resource/Allégorique,allegorique,True
85,http://fr.dbpedia.org/resource/Culture_underground,culture underground,True
86,"Drame, biographie historique",drame,False
87,"Drame, biographie historique",biographie historique,False
88,Comédie policière,comedie policiere,False
89,http://fr.dbpedia.org/resource/Drame_(film),drame (film),True
90,http://fr.dbpedia.org/resource/Arts_martiaux_chinois,arts martiaux chinois,True
91,http://fr.dbpedia.org/resource/Comédie_romantique,comedie romantique,True
92,"Drame, guerre",drame,False
93,"Drame, guerre",guerre,False
94,http://fr.dbpedia.org/resource/Romantisme,romantisme,True
95,http://fr.dbpedia.org/resource/Football_et_cinéma,football et cinema,True
96,http://fr.dbpedia.org/resource/Film_de_science-fiction,film de science-fiction,True
97,http://fr.dbpedia.org/resource/Film_romantique,film romantique,True
98,film noir,film noir,False
99,Drame historique,drame historique,False
100,http://fr.dbpedia.org/resource/Aventures,aventures,True
101,http://fr.dbpedia.org/resource/Football_américain,football americain,True
102,p136,p136,False
103,Policier,policier,False
104,http://fr.dbpedia.org/resource/Animation_3D,animation 3d,True
105,http://fr.dbpedia.org/resource/Animation,animation,True
106,animation,animation,False
107,Romance,romance,False
108,"Comédie dramatique, romance",comedie dramatique,False
109,"Comédie dramatique, romance",romance,False
110,http://fr.dbpedia.org/resource/Burlesque,burlesque,True
111,http://fr.dbpedia.org/resource/Film_d'animation,film danimation,True
112,http://fr.dbpedia.org/resource/Thriller_(cinéma),thriller (cinema),True
113,http://fr.dbpedia.org/resource/Film_de_gangsters,film de gangsters,True
114,http://fr.dbpedia.org/resource/Image_animée,image animee,True
115,Fantastique,fantastique,False
116,http://fr.dbpedia.org/resource/Art_martial,art martial,True
117,http://fr.dbpedia.org/resource/Science-fiction_post-apocalyptique,science-fiction post-apocalyptique,True
118,http://fr.dbpedia.org/resource/Road_movie,road movie,True
119,http://fr.dbpedia.org/resource/Buddy_movie,buddy movie,True
120,http://fr.dbpedia.org/resource/Fantasy,fantasy,True
121,http://fr.dbpedia.org/resource/Aventure,aventure,True
122,http://fr.dbpedia.org/resource/Frisson,frisson,True
123,Comédie familiale,comedie familiale,False
124,Film d'animation fantastique,film danimation fantastique,False
125,fiction,fiction,False
126,Drame social,drame social,False
127,http://fr.dbpedia.org/resource/Court_métrage,court metrage,True
128,danse contemporaine filmée,danse contemporaine filmee,False
129,http://fr.dbpedia.org/resource/Rap,rap,True
130,drame,drame,False
131,http://fr.dbpedia.org/resource/Thriller_Psychologique,thriller psychologique,True
132,Biographie,biographie,False
133,drame familial,drame familial,False
134,Thriller,thriller,False
135,"Fantastique, expérimental",fantastique,False
136,"Fantastique, expérimental",experimental,False
137,http://fr.dbpedia.org/resource/Funk,funk,True
138,http://fr.dbpedia.org/resource/Jazz,jazz,True
139,http://fr.dbpedia.org/resource/Musique_soul,musique soul,True
140,http://fr.dbpedia.org/resource/Rhythm_and_blues,rhythm and blues,True
141,http://fr.dbpedia.org/resource/Pop_(musique),pop (musique),True
142,http://fr.dbpedia.org/resource/Film_dramatique,film dramatique,True
143,http://fr.dbpedia.org/resource/Film_post-apocalyptique,film post-apocalyptique,True
144,http://fr.dbpedia.org/resource/Fiction,fiction,True
145,http://fr.dbpedia.org/resource/Thriller_érotique,thriller erotique,True
146,Comédie poétique,comedie poetique,False
147,http://fr.dbpedia.org/resource/Drame_psychologique,drame psychologique,True
148,"Aventure, Drame",aventure,False
149,"Aventure, Drame",drame,False
150,http://fr.dbpedia.org/resource/Musique_électronique,musique electronique,True
151,Drame politique,drame politique,False
152,film biblique historique,film biblique historique,False
153,http://fr.dbpedia.org/resource/Chanson_de_geste,chanson de geste,True
154,"Comédie, Musique",comedie,False
155,"Comédie, Musique",musique,False
156,Actualité reconstituée,actualite reconstituee,False
157,Biographie romancée,biographie romancee,False
158,comédie dramatique,comedie dramatique,False
159,Animalier,animalier,False
160,http://fr.dbpedia.org/resource/Péplum,peplum,True
161,"Film policier, Crime, Mystère",film policier,False
162,"Film policier, Crime, Mystère",crime,False
163,"Film policier, Crime, Mystère",mystere,False
164,http://fr.dbpedia.org/resource/Policier,policier,True
165,http://fr.dbpedia.org/resource/Musique_latine,musique latine,True
166,http://fr.dbpedia.org/resource/Techno,techno,True
167,http://fr.dbpedia.org/resource/Crunkcore,crunkcore,True
168,Drame antique,drame antique,False
169,drame romantique,drame romantique,False
170,http://fr.dbpedia.org/resource/Histoire,histoire,True
171,Thriller érotique,thriller erotique,False
172,Film Pornographique / Comédie,film pornographique ,False
173,Film Pornographique / Comédie,comedie,False
174,"Comédie noire, drame",comedie noire,False
175,"Comédie noire, drame",drame,False
176,http://fr.dbpedia.org/resource/Courts_métrages,courts metrages,True
177,http://fr.dbpedia.org/resource/Dessins_animés,dessins animes,True
178,http://fr.dbpedia.org/resource/Terence_Blanchard,terence blanchard,True
179,http://fr.dbpedia.org/resource/Comédie_musicale,comedie musicale,True
180,"Drame, Romance",drame,False
181,"Drame, Romance",romance,False
182,"fantastique, horreur",fantastique,False
183,"fantastique, horreur",horreur,False
184,science fiction,science fiction,False
185,http://fr.dbpedia.org/resource/Film_de_gangster,film de gangster,True
186,"comédie, thriller, horreur",comedie,False
187,"comédie, thriller, horreur",thriller,False
188,"comédie, thriller, horreur",horreur,False
189,Épopée,epopee,False
190,science-fiction,science-fiction,False
191,http://fr.dbpedia.org/resource/Film_d'espionnage,film despionnage,True
192,Film d'aventure préhistorique,film daventure prehistorique,False
193,Aventures préhistoriques,aventures prehistoriques,False
194,http://fr.dbpedia.org/resource/Dessin_animé,dessin anime,True
195,http://fr.dbpedia.org/resource/Film_de_super-héros,film de super-heros,True
196,http://fr.dbpedia.org/resource/Biographie,biographie,True
197,http://fr.dbpedia.org/resource/Pantomime,pantomime,True
198,Drame de guerre,drame de guerre,False
199,"Conte, Comédie",conte,False
200,"Conte, Comédie",comedie,False
201,Féerie,feerie,False
202,"Comédie, horreur, thriller",comedie,False
203,"Comédie, horreur, thriller",horreur,False
204,"Comédie, horreur, thriller",thriller,False
205,"Action,",action,False
206,"Action,",,False
207,"Policier, thriller",policier,False
208,"Policier, thriller",thriller,False
209,http://fr.dbpedia.org/resource/Film_pornographique,film pornographique,True
210,Drame biographique,drame biographique,False
211,humoristique,humoristique,False
212,http://fr.dbpedia.org/resource/Musique,musique,True
213,drame social,drame social,False
214,http://fr.dbpedia.org/resource/Pop-rock,pop-rock,True
215,http://fr.dbpedia.org/resource/Phonoscène,phonoscene,True
216,http://fr.dbpedia.org/resource/Fantasy_au_cinéma,fantasy au cinema,True
217,"action, Thriller",action,False
218,"action, Thriller",thriller,False
219,Film historique,film historique,False
220,Aventure maritime,aventure maritime,False
221,Drame sportif,drame sportif,False
222,http://fr.dbpedia.org/resource/Thriller_(film),thriller (film),True
223,"Action, comédie",action,False
224,"Action, comédie",comedie,False
225,Aventures,aventures,False
226,Film dramatique romantique,film dramatique romantique,False
227,Fantasy,fantasy,False
228,Film d'action,film daction,False
229,http://fr.dbpedia.org/resource/Film_catastrophe,film catastrophe,True
230,poétique,poetique,False
231,Animation,animation,False
232,"Aventure, Fantasy",aventure,False
233,"Aventure, Fantasy",fantasy,False
234,http://fr.dbpedia.org/resource/Liste_de_films_historiques,liste de films historiques,True
235,Film d'aventure orientale,film daventure orientale,False
236,"horreur, science-fiction",horreur,False
237,"horreur, science-fiction",science-fiction,False
238,Comédie noire,comedie noire,False
239,Science-fiction,science-fiction,False
240,http://fr.dbpedia.org/resource/Nu_metal,nu metal,True
241,http://fr.dbpedia.org/resource/Rock_alternatif,rock alternatif,True
242,http://fr.dbpedia.org/resource/Science_fiction,science fiction,True
243,Espionnage,espionnage,False
244,"horreur, thriller, fantastique",horreur,False
245,"horreur, thriller, fantastique",thriller,False
246,"horreur, thriller, fantastique",fantastique,False
247,http://fr.dbpedia.org/resource/Film_politique,film politique,True
248,Épouvante,epouvante,False
249,Fiction,fiction,False
250,Aventure et Action,aventure,False
251,Aventure et Action,action,False
252,adolescent,adolescent,False
253,?,?,False
254,http://fr.dbpedia.org/resource/Environnement,environnement,True
255,Film criminel,film criminel,False
256,Horreur,horreur,False
257,"animation, drame",animation,False
258,"animation, drame",drame,False
259,http://fr.dbpedia.org/resource/Jeunesse,jeunesse,True
260,"""Comédie""","""comedie""",False
261,http://fr.dbpedia.org/resource/Jidaigeki,jidaigeki,True
262,http://fr.dbpedia.org/resource/Psychologique,psychologique,True
263,"aventure, humour",aventure,False
264,"aventure, humour",humour,False
265,http://fr.dbpedia.org/resource/Drame_Psychologique_(cinéma),drame psychologique (cinema),True
266,Comédie satirique,comedie satirique,False
267,http://fr.dbpedia.org/resource/Mouvement_gothique,mouvement gothique,True
268,Historique,historique,False
269,http://fr.dbpedia.org/resource/Rock_'n'_roll,rock n roll,True
270,Space opera,space opera,False
271,Comédie romantique,comedie romantique,False
272,http://fr.dbpedia.org/resource/Suspense,suspense,True
273,1.85,1.85,False
274,http://fr.dbpedia.org/resource/Dance,dance,True
275,http://fr.dbpedia.org/resource/Garage_(musique),garage (musique),True
276,http://fr.dbpedia.org/resource/J-Rap,j-rap,True
277,http://fr.dbpedia.org/resource/Digital_hardcore,digital hardcore,True
278,http://fr.dbpedia.org/resource/Reggaeton,reggaeton,True
279,http://fr.dbpedia.org/resource/Symbolisme_(art),symbolisme (art),True
280,Téléfilm dramatique,telefilm dramatique,False
281,http://fr.dbpedia.org/resource/Comédie_sentimentale,comedie sentimentale,True
282,http://fr.dbpedia.org/resource/Musique_classique,musique classique,True
283,http://fr.dbpedia.org/resource/Mafia,mafia,True
284,http://fr.dbpedia.org/resource/Bande_originale_de_film,bande originale de film,True
285,http://fr.dbpedia.org/resource/Guerre,guerre,True
286,http://fr.dbpedia.org/resource/Religion,religion,True
287,http://fr.dbpedia.org/resource/Romance,romance,True
288,http://fr.dbpedia.org/resource/Horreur,horreur,True
289,policier,policier,False
290,http://fr.dbpedia.org/resource/Film_d’horreur,film d’horreur,True
291,chronique familiale,chronique familiale,False
292,http://fr.dbpedia.org/resource/Aventure_(cinéma),aventure (cinema),True
293,Guerre,guerre,False
294,Drame psychologique,drame psychologique,False
295,horreur,horreur,False
296,http://fr.dbpedia.org/resource/Drama_(Japon),drama (japon),True
297,http://fr.dbpedia.org/resource/Lesbianisme,lesbianisme,True
298,http://fr.dbpedia.org/resource/Western_spaghetti,western spaghetti,True
299,Film documentaire,film documentaire,False
300,Comédie policière d'action,comedie policiere daction,False
301,"Animation, Comédie",animation,False
302,"Animation, Comédie",comedie,False
303,http://fr.dbpedia.org/resource/Comédie_(cinéma),comedie (cinema),True
304,Aventure biographique,aventure biographique,False
305,http://fr.dbpedia.org/resource/Arts_martiaux,arts martiaux,True
306,http://fr.dbpedia.org/resource/Drame_(cinéma)Drame,drame (cinema)drame,True
307,"Film musical, film de guerre",film musical,False
308,"Film musical, film de guerre",film de guerre,False
309,http://fr.dbpedia.org/resource/Film_Policier,film policier,True
310,http://fr.dbpedia.org/resource/Blaxploitation,blaxploitation,True
311,Musical / Comédie dramatique,musical ,False
312,Musical / Comédie dramatique,comedie dramatique,False
313,http://fr.dbpedia.org/resource/Film_de_pirates,film de pirates,True
314,drame de guerre,drame de guerre,False
315,http://fr.dbpedia.org/resource/Musique_country,musique country,True
316,docu-fiction,docu-fiction,False
317,http://fr.dbpedia.org/resource/Policier_(genre_cinématographique),policier (genre cinematographique),True
318,http://fr.dbpedia.org/resource/Cinéma_de_fantasy,cinema de fantasy,True
319,"Aventures, conte",aventures,False
320,"Aventures, conte",conte,False
321,http://fr.dbpedia.org/resource/Film_tibétain,film tibetain,True
322,http://fr.dbpedia.org/resource/Film_d'exploitation,film dexploitation,True
323,Western,western,False
324,http://fr.dbpedia.org/resource/Film_de_zombie,film de zombie,True
325,http://fr.dbpedia.org/resource/Film_d'épouvante,film depouvante,True
326,Bande originale,bande originale,False
327,http://fr.dbpedia.org/resource/Post-apocalyptique,post-apocalyptique,True
328,romance,romance,False
329,comédie musicale,comedie musicale,False
330,http://fr.dbpedia.org/resource/Comédie_horrifique,comedie horrifique,True
331,"Aventure, comédie",aventure,False
332,"Aventure, comédie",comedie,False
333,Comédie musicale,comedie musicale,False
334,http://fr.dbpedia.org/resource/Comédie(cinéma),comedie(cinema),True
335,"action, policier, espionnage",action,False
336,"action, policier, espionnage",policier,False
337,"action, policier, espionnage",espionnage,False
338,http://fr.dbpedia.org/resource/Heroic_fantasy,heroic fantasy,True
339,Dramatique,dramatique,False
340,Comédie d'action,comedie daction,False
341,Court métrage documentaire,court metrage documentaire,False
342,"Documenteur, film musical",documenteur,False
343,"Documenteur, film musical",film musical,False
344,"Drame, biographie",drame,False
345,"Drame, biographie",biographie,False
346,http://fr.dbpedia.org/resource/Screwball_comedy,screwball comedy,True
347,"Comédie, romance",comedie,False
348,"Comédie, romance",romance,False
349,Epouvante-Horreur et Action,epouvante-horreur,False
350,Epouvante-Horreur et Action,action,False
351,http://fr.dbpedia.org/resource/Énigme,enigme,True
352,http://fr.dbpedia.org/resource/Catégorie:Film_d'action,categorie:film daction,True
353,http://fr.dbpedia.org/resource/Catégorie:Film_d'aventure,categorie:film daventure,True
354,http://fr.dbpedia.org/resource/Catégorie:Film_de_fantasy,categorie:film de fantasy,True
355,http://fr.dbpedia.org/resource/Bande_son,bande son,True
356,http://fr.dbpedia.org/resource/Catégorie:Film_fantastique,categorie:film fantastique,True
357,http://fr.dbpedia.org/resource/Electronica,electronica,True
358,http://fr.dbpedia.org/resource/Baile_funk,baile funk,True
359,Comédie burlesque,comedie burlesque,False
360,http://fr.dbpedia.org/resource/Film_à_sketches,film à skhes,True
361,Histoire,histoire,False
362,http://fr.dbpedia.org/resource/Humour_noir,humour noir,True
363,"Romance, Drame",romance,False
364,"Romance, Drame",drame,False
365,"Biographie, Drame",biographie,False
366,"Biographie, Drame",drame,False
367,http://fr.dbpedia.org/resource/Nonnesploitation,nonnesploitation,True
368,http://fr.dbpedia.org/resource/Catégorie:Court_métrage,categorie:court metrage,True
369,http://fr.dbpedia.org/resource/Super-héros,super-heros,True
370,"fantasy, aventure",fantasy,False
371,"fantasy, aventure",aventure,False
372,http://fr.dbpedia.org/resource/Catégorie:Film_d'horreur,categorie:film dhorreur,True
373,Film d'horreur,film dhorreur,False
374,"Comédie, Crime, Drame, Histoire",comedie,False
375,"Comédie, Crime, Drame, Histoire",crime,False
376,"Comédie, Crime, Drame, Histoire",drame,False
377,"Comédie, Crime, Drame, Histoire",histoire,False
378,aventure,aventure,False
379,http://fr.dbpedia.org/resource/Série_télévisée,serie televisee,True
380,http://fr.dbpedia.org/resource/Musical,musical,True
381,http://fr.dbpedia.org/resource/Anime,anime,True
382,Comédie sociale,comedie sociale,False
383,http://fr.dbpedia.org/resource/Psychologie,psychologie,True
384,Film de guerre,film de guerre,False
385,"documentaire, autobiographie",documentaire,False
386,"documentaire, autobiographie",autobiographie,False
387,http://fr.dbpedia.org/resource/Espionnage,espionnage,True
388,drame social et politique,drame social,False
389,drame social et politique,politique,False
390,http://fr.dbpedia.org/resource/Érotique,erotique,True
391,"Drame, science-fiction",drame,False
392,"Drame, science-fiction",science-fiction,False
393,Drame familial,drame familial,False
394,http://fr.dbpedia.org/resource/Familial,familial,True
395,muet,muet,False
396,Trame sonore,trame sonore,False
397,"Science-fiction, punk",science-fiction,False
398,"Science-fiction, punk",punk,False
399,http://fr.dbpedia.org/resource/Docufiction,docufiction,True
400,http://fr.dbpedia.org/resource/Science-Fiction,science-fiction,True
401,Comédie sentimentale,comedie sentimentale,False
402,http://fr.dbpedia.org/resource/Film_expérimental,film experimental,True
403,biographie,biographie,False
404,http://fr.dbpedia.org/resource/Autobiographique,autobiographique,True
405,http://fr.dbpedia.org/resource/Film_érotique,film erotique,True
406,http://fr.dbpedia.org/resource/Poésie,poesie,True
407,http://fr.dbpedia.org/resource/Essai_cinématographique,essai cinematographique,True
408,http://fr.dbpedia.org/resource/Complot_maçonnique,complot maçonnique,True
409,Film de guerre dramatique,film de guerre dramatique,False
410,http://fr.dbpedia.org/resource/Tokusatsu,tokusatsu,True
411,"Drame, Histoire",drame,False
412,"Drame, Histoire",histoire,False
413,"Western futuriste, drame dystopique policier",western futuriste,False
414,"Western futuriste, drame dystopique policier",drame dystopique policier,False
415,western,western,False
416,http://fr.dbpedia.org/resource/Tragédie,tragedie,True
417,http://fr.dbpedia.org/resource/Cinéma_d'animation,cinema danimation,True
418,http://fr.dbpedia.org/resource/Cinéma_muet,cinema muet,True
419,Film de propagande,film de propagande,False
420,http://fr.dbpedia.org/resource/Comedie_romantique,comedie romantique,True
421,http://fr.dbpedia.org/resource/Sport_(film),sport (film),True
422,http://fr.dbpedia.org/resource/Fantastique_(Cinéma),fantastique (cinema),True
423,"Film d'action, d'arts martiaux",film daction,False
424,"Film d'action, d'arts martiaux",darts martiaux,False
425,http://fr.dbpedia.org/resource/Film_choral,film choral,True
426,"Comédie dramatique, musical",comedie dramatique,False
427,"Comédie dramatique, musical",musical,False
428,British Broadcasting Corporation,british broadcasting corporation,False
429,Pandora Cinema,pandora cinema,False
430,ARP Sélection,arp selection,False
431,http://fr.dbpedia.org/resource/Film_autobiographique,film autobiographique,True
432,http://fr.dbpedia.org/resource/Rock_indépendant,rock independant,True
433,http://fr.dbpedia.org/resource/Hard_rock,hard rock,True
434,http://fr.dbpedia.org/resource/Metal_alternatif,metal alternatif,True
435,comédie policière,comedie policiere,False
436,burlesque,burlesque,False
437,"Drame, film de guerre",drame,False
438,"Drame, film de guerre",film de guerre,False
439,http://fr.dbpedia.org/resource/Giallo,giallo,True
440,webdocumentaire,webdocumentaire,False
441,Téléfilm,telefilm,False
442,Comédie Burlesque,comedie burlesque,False
443,Téléfilm policier,telefilm policier,False
444,drame • érotique,drame erotique,False
445,http://fr.dbpedia.org/resource/Film_en_fustanelle,film en fustanelle,True
446,http://fr.dbpedia.org/resource/Stoner_comedy,stoner comedy,True
447,http://fr.dbpedia.org/resource/Animation_en_volume,animation en volume,True
448,Comédie dramatique pour la jeunesse,comedie dramatique pour la jeunesse,False
449,http://fr.dbpedia.org/resource/R&B_contemporain,r&b contemporain,True
450,Documentaire sportif,documentaire sportif,False
451,http://fr.dbpedia.org/resource/Film_juridique,film juridique,True
452,"Drame, crime",drame,False
453,"Drame, crime",crime,False
454,http://fr.dbpedia.org/resource/Film_de_Noël,film de noël,True
455,http://fr.dbpedia.org/resource/Film_pour_enfants,film pour enfants,True
456,mélodrame,melodrame,False
457,http://fr.dbpedia.org/resource/Cinéma_de_montagne,cinema de montagne,True
458,Propagande,propagande,False
459,thriller d'horreur,thriller dhorreur,False
460,"Fiction, Famille",fiction,False
461,"Fiction, Famille",famille,False
462,"fantastique, action et romance",fantastique,False
463,"fantastique, action et romance",action,False
464,"fantastique, action et romance",romance,False
465,"Pornographique, comédie, parodie",pornographique,False
466,"Pornographique, comédie, parodie",comedie,False
467,"Pornographique, comédie, parodie",parodie,False
468,http://fr.dbpedia.org/resource/Drame_romantique,drame romantique,True
469,http://fr.dbpedia.org/resource/Film_de_propagande,film de propagande,True
470,http://fr.dbpedia.org/resource/Détournement_(art),detournement (art),True
471,http://fr.dbpedia.org/resource/Gangsta_rap,gangsta rap,True
472,http://fr.dbpedia.org/resource/Horrorcore,horrorcore,True
473,Documentaire romancé,documentaire romance,False
474,aventures,aventures,False
475,http://fr.dbpedia.org/resource/Roman_policier,roman policier,True
476,http://fr.dbpedia.org/resource/Biopic,biopic,True
477,action,action,False
478,"comédie, fantasy",comedie,False
479,"comédie, fantasy",fantasy,False
480,http://fr.dbpedia.org/resource/Divers,divers,True
481,http://fr.dbpedia.org/resource/Western_Spaghetti,western spaghetti,True
482,"aventure, animation",aventure,False
483,"aventure, animation",animation,False
484,http://fr.dbpedia.org/resource/Thriller_psychologique,thriller psychologique,True
485,guerre,guerre,False
486,http://fr.dbpedia.org/resource/Techno-thriller,techno-thriller,True
487,http://fr.dbpedia.org/resource/Film_de_prison_pour_femmes,film de prison pour femmes,True
488,http://fr.dbpedia.org/resource/Cinéma_d'action,cinema daction,True
489,http://fr.dbpedia.org/resource/Drame,drame,True
490,Dessin animé,dessin anime,False
491,scène à trucs,scene à trucs,False
492,http://fr.dbpedia.org/resource/Merveilleux,merveilleux,True
493,http://fr.dbpedia.org/resource/Comédie_érotique,comedie erotique,True
494,http://fr.dbpedia.org/resource/Western_B,western b,True
495,http://fr.dbpedia.org/resource/Propagande,propagande,True
496,Mondo,mondo,False
497,http://fr.dbpedia.org/resource/Mythologie,mythologie,True
498,http://fr.dbpedia.org/resource/Érotisme(cinéma),erotisme(cinema),True
499,Court métrage d'animation,court metrage danimation,False
500,"animation, conte",animation,False
501,"animation, conte",conte,False
502,"drame, science-fiction",drame,False
503,"drame, science-fiction",science-fiction,False
504,"dramatique, mondo",dramatique,False
505,"dramatique, mondo",mondo,False
506,http://fr.dbpedia.org/resource/Mélodrame,melodrame,True
507,http://fr.dbpedia.org/resource/Stand-up,stand-up,True
508,http://fr.dbpedia.org/resource/Film_muet,film muet,True
509,"animation, aventure",animation,False
510,"animation, aventure",aventure,False
511,http://fr.dbpedia.org/resource/Court_Métrage,court metrage,True
512,http://fr.dbpedia.org/resource/Film_mythologique,film mythologique,True
513,Comedie,comedie,False
514,http://fr.dbpedia.org/resource/Drame_(genre),drame (genre),True
515,Docu-Fiction,docu-fiction,False
516,espionnage,espionnage,False
517,"Comédie, Science-fiction",comedie,False
518,"Comédie, Science-fiction",science-fiction,False
519,Documenteur,documenteur,False
520,"action, thriller",action,False
521,"action, thriller",thriller,False
522,http://fr.dbpedia.org/resource/Mystère,mystere,True
523,"Comédie, Film de poursuite",comedie,False
524,"Comédie, Film de poursuite",film de poursuite,False
525,http://fr.dbpedia.org/resource/Road-movie,road-movie,True
526,http://fr.dbpedia.org/resource/Comédie_noire,comedie noire,True
527,http://fr.dbpedia.org/resource/Film_de_casse,film de casse,True
528,http://fr.dbpedia.org/resource/Universal_Monsters,universal monsters,True
529,"Science-fiction, comédie",science-fiction,False
530,"Science-fiction, comédie",comedie,False
531,Film de sport,film de sport,False
532,http://fr.dbpedia.org/resource/Anticipation_(fiction),anticipation (fiction),True
533,Drame des colonies,drame des colonies,False
534,film de poursuite,film de poursuite,False
535,Comédie de science-fiction,comedie de science-fiction,False
536,Dessin-animé,dessin-anime,False
537,Comédie de mœurs,comedie de mœurs,False
538,http://fr.dbpedia.org/resource/Parodie,parodie,True
539,http://fr.dbpedia.org/resource/Chase_Films,chase films,True
540,http://fr.dbpedia.org/resource/Pornographie,pornographie,True
541,Pornographie hétérosexuelle et lesbienne,pornographie heterosexuelle,False
542,Pornographie hétérosexuelle et lesbienne,lesbienne,False
543,http://fr.dbpedia.org/resource/Téléfilm,telefilm,True
544,http://fr.dbpedia.org/resource/Film_à_énigme,film à enigme,True
545,http://fr.dbpedia.org/resource/Time-lapse,time-lapse,True
546,http://fr.dbpedia.org/resource/Documentaire_érotique_(cinéma),documentaire erotique (cinema),True
547,http://fr.dbpedia.org/resource/Peplum,peplum,True
548,Dramatique / sentimental,dramatique ,False
549,Dramatique / sentimental,sentimental,False
550,Suspense,suspense,False
551,Social,social,False
552,http://fr.dbpedia.org/resource/Dystopie,dystopie,True
553,http://fr.dbpedia.org/resource/Film_d'art_martial,film dart martial,True
554,http://fr.dbpedia.org/resource/Super-Héros_au_Cinéma,super-heros au cinema,True
555,http://fr.dbpedia.org/resource/Drame_érotique_(cinéma),drame erotique (cinema),True
556,http://fr.dbpedia.org/resource/Publicité,publicite,True
557,Epouvante-horreur,epouvante-horreur,False
558,Comédie loufoque,comedie loufoque,False
559,Film biblique,film biblique,False
560,Comédie érotique,comedie erotique,False
561,comédie de mœurs,comedie de mœurs,False
