,genre,simplified genre,simplified genre from URL
4131,"Eurodance, Trance  et  Disco, Pop,Dance",eurodance,False
4132,"Eurodance, Trance  et  Disco, Pop,Dance",trance ,False
4133,"Eurodance, Trance  et  Disco, Pop,Dance",disco,False
4134,"Eurodance, Trance  et  Disco, Pop,Dance",pop,False
4135,"Eurodance, Trance  et  Disco, Pop,Dance",dance,False
4136,http://fr.dbpedia.org/resource/Chants_religieux,chants religieux,True
4137,http://fr.dbpedia.org/resource/Crooner,crooner,True
4138,http://fr.dbpedia.org/resource/Chanson_à_texte,chanson à texte,True
4139,pop-rock variétés,pop-rock varietes,False
4140,"Ndombolo, rumba odemba, soukous",ndombolo,False
4141,"Ndombolo, rumba odemba, soukous",rumba odemba,False
4142,"Ndombolo, rumba odemba, soukous",soukous,False
4143,http://fr.dbpedia.org/resource/Musique_d'anime,musique danime,True
4144,http://fr.dbpedia.org/resource/Mutant_disco,mutant disco,True
4145,Voix Féminine pour la Liberté et L’Indépendance Du Sahara Occidental,voix feminine pour la liberte,False
4146,Voix Féminine pour la Liberté et L’Indépendance Du Sahara Occidental,l’independance du sahara occidental,False
4147,http://fr.dbpedia.org/resource/Chanson_napolitaine,chanson napolitaine,True
4148,Viking/folk metal,viking,False
4149,Viking/folk metal,folk metal,False
4150,M'saama,msaama,False
4151,accordéon non traditionnel expérimental,accordeon non traditionnel experimental,False
4152,exclusivement acoustique,exclusivement acoustique,False
4153,http://fr.dbpedia.org/resource/Nouveaux_Romantiques,nouveaux romantiques,True
4154,"Variétés, pop, jazz, rock",varietes,False
4155,"Variétés, pop, jazz, rock",pop,False
4156,"Variétés, pop, jazz, rock",jazz,False
4157,"Variétés, pop, jazz, rock",rock,False
4158,http://fr.dbpedia.org/resource/Fantezi_Müzik,fantezi müzik,True
4159,http://fr.dbpedia.org/resource/Türk_Halk_Müziği,türk halk müziği,True
4160,http://fr.dbpedia.org/resource/Idole_japonaise,idole japonaise,True
4161,http://fr.dbpedia.org/resource/Bossa-nova,bossa-nova,True
4162,"Pop, romantique",pop,False
4163,"Pop, romantique",romantique,False
4164,http://fr.dbpedia.org/resource/Merengue,merengue,True
4165,http://fr.dbpedia.org/resource/Pachanga,pachanga,True
4166,"Post-Rock, Musique de film,",post-rock,False
4167,"Post-Rock, Musique de film,",musique de film,False
4168,"Post-Rock, Musique de film,",,False
4169,Musique traditionnelle,musique traditionnelle,False
4170,House,house,False
4171,"K-pop, Rap, hip-hop , Dance",k-pop,False
4172,"K-pop, Rap, hip-hop , Dance",rap,False
4173,"K-pop, Rap, hip-hop , Dance",hip-hop ,False
4174,"K-pop, Rap, hip-hop , Dance",dance,False
4175,http://fr.dbpedia.org/resource/Afro-beat,afro-beat,True
4176,http://fr.dbpedia.org/resource/NYHC,nyhc,True
4177,Séga mauricien,sega mauricien,False
4178,"Electro, pop",electro,False
4179,"Electro, pop",pop,False
4180,Rap,rap,False
4181,http://fr.dbpedia.org/resource/Gothic_rock,gothic rock,True
4182,http://fr.dbpedia.org/resource/NDW,ndw,True
4183,http://fr.dbpedia.org/resource/Acoustic_rock,acoustic rock,True
4184,chansons patriotiques,chansons patriotiques,False
4185,Œuvres chorales,œuvres chorales,False
4186,http://fr.dbpedia.org/resource/Rock_Kabyle,rock kabyle,True
4187,http://fr.dbpedia.org/resource/Opéra_comique,opera comique,True
4188,"Rock, chanson française",rock,False
4189,"Rock, chanson française",chanson française,False
4190,"Junkanoo, dance, hip-hop, rap",junkanoo,False
4191,"Junkanoo, dance, hip-hop, rap",dance,False
4192,"Junkanoo, dance, hip-hop, rap",hip-hop,False
4193,"Junkanoo, dance, hip-hop, rap",rap,False
4194,chanson kabyle,chanson kabyle,False
4195,http://fr.dbpedia.org/resource/Percussions_corporelles,percussions corporelles,True
4196,http://fr.dbpedia.org/resource/Danse_bretonne,danse bretonne,True
4197,http://fr.dbpedia.org/resource/Nouvelle_Vague_(musique),nouvelle vague (musique),True
4198,http://fr.dbpedia.org/resource/Musique_brésilienne_populaire,musique bresilienne populaire,True
4199,• mainstream,mainstream,False
4200,• rockabilly, rockabilly,False
4201,"Rap East Coast, rap underground",rap east coast,False
4202,"Rap East Coast, rap underground",rap underground,False
4203,"Electro house, house, vocal house",electro house,False
4204,"Electro house, house, vocal house",house,False
4205,"Electro house, house, vocal house",vocal house,False
4206,http://fr.dbpedia.org/resource/Soundtrack_music,soundtrack music,True
4207,Folk médiéval celtique,folk medieval celtique,False
4208,http://fr.dbpedia.org/resource/Chanson_de_révolte,chanson de revolte,True
4209,http://fr.dbpedia.org/resource/Cadence-Lypso,cadence-lypso,True
4210,Jazz et variété,jazz,False
4211,Jazz et variété,variete,False
4212,http://fr.dbpedia.org/resource/Country-rock,country-rock,True
4213,http://fr.dbpedia.org/resource/Outlaw_country,outlaw country,True
4214,http://fr.dbpedia.org/resource/Honky_tonk,honky tonk,True
4215,http://fr.dbpedia.org/resource/Chanson_kabyle,chanson kabyle,True
4216,http://fr.dbpedia.org/resource/Blues_touareg,blues touareg,True
4217,http://fr.dbpedia.org/resource/Houzi,houzi,True
4218,http://fr.dbpedia.org/resource/Gnawi,gnawi,True
4219,Ethno-pop,ethno-pop,False
4220,http://fr.dbpedia.org/resource/Hillbilly,hillbilly,True
4221,http://fr.dbpedia.org/resource/Rockgrass,rockgrass,True
4222,http://fr.dbpedia.org/resource/Dubstyle,dubstyle,True
4223,http://fr.dbpedia.org/resource/AfroPop,afropop,True
4224,http://fr.dbpedia.org/resource/Cyber_Metal,cyber metal,True
4225,http://fr.dbpedia.org/resource/Zef_(culture),zef (culture),True
4226,http://fr.dbpedia.org/resource/Reprise,reprise,True
4227,Art in situ,art in situ,False
4228,Installation interactive,installation interactive,False
4229,Installation sonore,installation sonore,False
4230,Performance sonore,performance sonore,False
4231,"Dancehall reggae, ragga dancehall, musique de variétés, reggae, zouk, électro, freestyle",dancehall reggae,False
4232,"Dancehall reggae, ragga dancehall, musique de variétés, reggae, zouk, électro, freestyle",ragga dancehall,False
4233,"Dancehall reggae, ragga dancehall, musique de variétés, reggae, zouk, électro, freestyle",musique de varietes,False
4234,"Dancehall reggae, ragga dancehall, musique de variétés, reggae, zouk, électro, freestyle",reggae,False
4235,"Dancehall reggae, ragga dancehall, musique de variétés, reggae, zouk, électro, freestyle",zouk,False
4236,"Dancehall reggae, ragga dancehall, musique de variétés, reggae, zouk, électro, freestyle",electro,False
4237,"Dancehall reggae, ragga dancehall, musique de variétés, reggae, zouk, électro, freestyle",freestyle,False
4238,http://fr.dbpedia.org/resource/Musique_religieuse,musique religieuse,True
4239,http://fr.dbpedia.org/resource/Synthese,synthese,True
4240,"Musique électronique,",musique electronique,False
4241,"Musique électronique,",,False
4242,"indie pop, folk",indie pop,False
4243,"indie pop, folk",folk,False
4244,Chanson/Americana/Autre,chanson,False
4245,Chanson/Americana/Autre,americana,False
4246,Chanson/Americana/Autre,autre,False
4247,Musique Classique,musique classique,False
4248,chanson française « à texte »,chanson française « à texte »,False
4249,http://fr.dbpedia.org/resource/Musique_kabyle,musique kabyle,True
4250,"Vocaliste contemporaine, jazz contemporain, soul, pop, musique du monde",vocaliste contemporaine,False
4251,"Vocaliste contemporaine, jazz contemporain, soul, pop, musique du monde",jazz contemporain,False
4252,"Vocaliste contemporaine, jazz contemporain, soul, pop, musique du monde",soul,False
4253,"Vocaliste contemporaine, jazz contemporain, soul, pop, musique du monde",pop,False
4254,"Vocaliste contemporaine, jazz contemporain, soul, pop, musique du monde",musique du monde,False
4255,http://fr.dbpedia.org/resource/Ghazal,ghazal,True
4256,http://fr.dbpedia.org/resource/Porn_grind,porn grind,True
4257,Danse néo-classique,danse neo-classique,False
4258,http://fr.dbpedia.org/resource/Musique_de_jeux_vidéo,musique de jeux video,True
4259,http://fr.dbpedia.org/resource/Musique_Tzigane,musique tzigane,True
4260,bachata,bachata,False
4261,http://fr.dbpedia.org/resource/Musique_de_l'Inde_du_Nord,musique de linde du nord,True
4262,http://fr.dbpedia.org/resource/Vispop,vispop,True
4263,Nu jazz,nu jazz,False
4264,http://fr.dbpedia.org/resource/Frevo,frevo,True
4265,http://fr.dbpedia.org/resource/Baião_(musique),baião (musique),True
4266,http://fr.dbpedia.org/resource/Métal_symphonique,metal symphonique,True
4267,"Electro Rock, synthpop, rock industriel, Dance Rock, alternative dance, post-punk, pop rock",electro rock,False
4268,"Electro Rock, synthpop, rock industriel, Dance Rock, alternative dance, post-punk, pop rock",synthpop,False
4269,"Electro Rock, synthpop, rock industriel, Dance Rock, alternative dance, post-punk, pop rock",rock industriel,False
4270,"Electro Rock, synthpop, rock industriel, Dance Rock, alternative dance, post-punk, pop rock",dance rock,False
4271,"Electro Rock, synthpop, rock industriel, Dance Rock, alternative dance, post-punk, pop rock",alternative dance,False
4272,"Electro Rock, synthpop, rock industriel, Dance Rock, alternative dance, post-punk, pop rock",post-punk,False
4273,"Electro Rock, synthpop, rock industriel, Dance Rock, alternative dance, post-punk, pop rock",pop rock,False
4274,http://fr.dbpedia.org/resource/Moyen_Âge,moyen âge,True
4275,http://fr.dbpedia.org/resource/Rock_pop,rock pop,True
4276,http://fr.dbpedia.org/resource/Lyrics,lyrics,True
4277,"Hip-hop alternatif, rap underground rap experimental",hip-hop alternatif,False
4278,"Hip-hop alternatif, rap underground rap experimental",rap underground rap experimental,False
4279,http://fr.dbpedia.org/resource/Rock_punk,rock punk,True
4280,"Doom metal , death mélodique, progressive death metal",doom metal ,False
4281,"Doom metal , death mélodique, progressive death metal",death melodique,False
4282,"Doom metal , death mélodique, progressive death metal",progressive death metal,False
4283,"chanson française, pop",chanson française,False
4284,"chanson française, pop",pop,False
4285,http://fr.dbpedia.org/resource/Morna,morna,True
4286,http://fr.dbpedia.org/resource/Milonga_pampeana,milonga pampeana,True
4287,"Dirty south, rap hardcore, gangsta rap
rap experimental",dirty south,False
4288,"Dirty south, rap hardcore, gangsta rap
rap experimental",rap hardcore,False
4289,"Dirty south, rap hardcore, gangsta rap
rap experimental","gangsta rap
rap experimental",False
4290,"Metalcore, hardcore mélodique, post-hardcore",metalcore,False
4291,"Metalcore, hardcore mélodique, post-hardcore",hardcore melodique,False
4292,"Metalcore, hardcore mélodique, post-hardcore",post-hardcore,False
4293,http://fr.dbpedia.org/resource/Nouvelle_Vague,nouvelle vague,True
4294,http://fr.dbpedia.org/resource/Musique_Électronique_(musique),musique electronique (musique),True
4295,"metal, jazz et funk",metal,False
4296,"metal, jazz et funk",jazz,False
4297,"metal, jazz et funk",funk,False
4298,http://fr.dbpedia.org/resource/Vignette,vignette,True
4299,http://fr.dbpedia.org/resource/Raï'n'B,raïnb,True
4300,http://fr.dbpedia.org/resource/Symphonic_black_metal,symphonic black metal,True
4301,"Dub, lover's rock, raggae",dub,False
4302,"Dub, lover's rock, raggae",lovers rock,False
4303,"Dub, lover's rock, raggae",raggae,False
4304,"Hip-hop alternatif, hip-hop expérimental, hip-hop industriel, rap hardcore",hip-hop alternatif,False
4305,"Hip-hop alternatif, hip-hop expérimental, hip-hop industriel, rap hardcore",hip-hop experimental,False
4306,"Hip-hop alternatif, hip-hop expérimental, hip-hop industriel, rap hardcore",hip-hop industriel,False
4307,"Hip-hop alternatif, hip-hop expérimental, hip-hop industriel, rap hardcore",rap hardcore,False
4308,http://fr.dbpedia.org/resource/Musique_populaire_portugaise,musique populaire portugaise,True
4309,http://fr.dbpedia.org/resource/Jazz(musique),jazz(musique),True
4310,"Chanson polyphonique, motet, air de cour",chanson polyphonique,False
4311,"Chanson polyphonique, motet, air de cour",motet,False
4312,"Chanson polyphonique, motet, air de cour",air de cour,False
4313,Musique médiévale,musique medievale,False
4314,Musique médiévale et de la Renaissance,musique medievale,False
4315,Musique médiévale et de la Renaissance,de la renaissance,False
4316,http://fr.dbpedia.org/resource/Glitch_(musique),glitch (musique),True
4317,http://fr.dbpedia.org/resource/Mashup_(musique),mashup (musique),True
4318,http://fr.dbpedia.org/resource/Kayokyoku,kayokyoku,True
4319,http://fr.dbpedia.org/resource/Hantologie,hantologie,True
4320,http://fr.dbpedia.org/resource/Rhythm_&_Blues,rhythm & blues,True
4321,http://fr.dbpedia.org/resource/Variétés,varietes,True
4322,http://fr.dbpedia.org/resource/Power_métal,power metal,True
4323,Post-punk,post-punk,False
4324,http://fr.dbpedia.org/resource/Music_kabyle,music kabyle,True
4325,"Pop, bossa nova, jazz",pop,False
4326,"Pop, bossa nova, jazz",bossa nova,False
4327,"Pop, bossa nova, jazz",jazz,False
4328,Compas direct,compas direct,False
4329,http://fr.dbpedia.org/resource/Drame_(théâtre),drame (theâtre),True
4330,http://fr.dbpedia.org/resource/Musique_en_français,musique en français,True
4331,http://fr.dbpedia.org/resource/Techno_Hardcore,techno hardcore,True
4332,Indie / Folk,indie ,False
4333,Indie / Folk,folk,False
4334,http://fr.dbpedia.org/resource/Jungle,jungle,True
4335,http://fr.dbpedia.org/resource/Old_School_Hardcore,old school hardcore,True
4336,http://fr.dbpedia.org/resource/Old_School_Rave,old school rave,True
4337,http://fr.dbpedia.org/resource/Copla,copla,True
4338,hardcore et gabber,hardcore,False
4339,hardcore et gabber,gabber,False
4340,Hip-hop alternatif,hip-hop alternatif,False
4341,http://fr.dbpedia.org/resource/Miami_bass,miami bass,True
4342,"Hard trance, NRG, hard dance, tech trance, tech dance",hard trance,False
4343,"Hard trance, NRG, hard dance, tech trance, tech dance",nrg,False
4344,"Hard trance, NRG, hard dance, tech trance, tech dance",hard dance,False
4345,"Hard trance, NRG, hard dance, tech trance, tech dance",tech trance,False
4346,"Hard trance, NRG, hard dance, tech trance, tech dance",tech dance,False
4347,"rhythm and blues,",rhythm and blues,False
4348,"rhythm and blues,",,False
4349,"Reggaeton, rap, R'n'B, rock",reggaeton,False
4350,"Reggaeton, rap, R'n'B, rock",rap,False
4351,"Reggaeton, rap, R'n'B, rock",rnb,False
4352,"Reggaeton, rap, R'n'B, rock",rock,False
4353,variété française,variete française,False
4354,http://fr.dbpedia.org/resource/Industrial_metal,industrial metal,True
4355,"Drum and Bass, Musique électronique, Mid-Fi Synth-wave, Slow-motion Funk",drum and bass,False
4356,"Drum and Bass, Musique électronique, Mid-Fi Synth-wave, Slow-motion Funk",musique electronique,False
4357,"Drum and Bass, Musique électronique, Mid-Fi Synth-wave, Slow-motion Funk",mid-fi synth-wave,False
4358,"Drum and Bass, Musique électronique, Mid-Fi Synth-wave, Slow-motion Funk",slow-motion funk,False
4359,http://fr.dbpedia.org/resource/Early_hardcore,early hardcore,True
4360,"rock, pop",rock,False
4361,"rock, pop",pop,False
4362,"Electroswing, jazz, nu jazz, swing, cabaret",electroswing,False
4363,"Electroswing, jazz, nu jazz, swing, cabaret",jazz,False
4364,"Electroswing, jazz, nu jazz, swing, cabaret",nu jazz,False
4365,"Electroswing, jazz, nu jazz, swing, cabaret",swing,False
4366,"Electroswing, jazz, nu jazz, swing, cabaret",cabaret,False
4367,"Metal, funk",metal,False
4368,"Metal, funk",funk,False
4369,"Unblack metal, metal chrétien, bunker metal",unblack metal,False
4370,"Unblack metal, metal chrétien, bunker metal",metal chretien,False
4371,"Unblack metal, metal chrétien, bunker metal",bunker metal,False
4372,http://fr.dbpedia.org/resource/Musique_des_Antilles_françaises,musique des antilles françaises,True
4373,http://fr.dbpedia.org/resource/Cadence_Lypso,cadence lypso,True
4374,Duo Humorythmique ou Drumoristique,duo humorythmique ou drumoristique,False
4375,http://fr.dbpedia.org/resource/DJ,dj,True
4376,"Afropop, fusion, musique traditionnelle du Mozambique",afropop,False
4377,"Afropop, fusion, musique traditionnelle du Mozambique",fusion,False
4378,"Afropop, fusion, musique traditionnelle du Mozambique",musique traditionnelle du mozambique,False
4379,http://fr.dbpedia.org/resource/Banda_(musique),banda (musique),True
4380,http://fr.dbpedia.org/resource/Industrial,industrial,True
4381,"opérette, chansons populaires,musique de film",operette,False
4382,"opérette, chansons populaires,musique de film",chansons populaires,False
4383,"opérette, chansons populaires,musique de film",musique de film,False
4384,http://fr.dbpedia.org/resource/Modern_jazz,modern jazz,True
4385,folk alternatif,folk alternatif,False
4386,Death technique mélodique chrétien,death technique melodique chretien,False
4387,"Pop, musique instrumentale pour la télévision",pop,False
4388,"Pop, musique instrumentale pour la télévision",musique instrumentale pour la television,False
4389,"Post-hardcore, metalcore, melodic hardcore, pop punk, alternative rock, emo, rap",post-hardcore,False
4390,"Post-hardcore, metalcore, melodic hardcore, pop punk, alternative rock, emo, rap",metalcore,False
4391,"Post-hardcore, metalcore, melodic hardcore, pop punk, alternative rock, emo, rap",melodic hardcore,False
4392,"Post-hardcore, metalcore, melodic hardcore, pop punk, alternative rock, emo, rap",pop punk,False
4393,"Post-hardcore, metalcore, melodic hardcore, pop punk, alternative rock, emo, rap",alternative rock,False
4394,"Post-hardcore, metalcore, melodic hardcore, pop punk, alternative rock, emo, rap",emo,False
4395,"Post-hardcore, metalcore, melodic hardcore, pop punk, alternative rock, emo, rap",rap,False
4396,http://fr.dbpedia.org/resource/Récital,recital,True
4397,musique de film,musique de film,False
4398,"Cold-wave, goth-rock",cold-wave,False
4399,"Cold-wave, goth-rock",goth-rock,False
4400,[Fingerstyle],[fingerstyle],False
4401,http://fr.dbpedia.org/resource/Death_Metal_(musique),death metal (musique),True
4402,Country gospel,country gospel,False
4403,"Hillbilly blues,",hillbilly blues,False
4404,"Hillbilly blues,",,False
4405,Hillbilly boogie et,hillbilly boogie,False
4406,P-pop,p-pop,False
4407,Pop psychédélique,pop psychedelique,False
4408,"Pop, europop et disco",pop,False
4409,"Pop, europop et disco",europop,False
4410,"Pop, europop et disco",disco,False
4411,http://fr.dbpedia.org/resource/Deep_soul,deep soul,True
4412,http://fr.dbpedia.org/resource/Cello_rock,cello rock,True
4413,biographie,biographie,False
4414,http://fr.dbpedia.org/resource/Onnagata,onnagata,True
4415,"Rhythm and blues, musique orchestrale, soul, funk, easy listening",rhythm and blues,False
4416,"Rhythm and blues, musique orchestrale, soul, funk, easy listening",musique orchestrale,False
4417,"Rhythm and blues, musique orchestrale, soul, funk, easy listening",soul,False
4418,"Rhythm and blues, musique orchestrale, soul, funk, easy listening",funk,False
4419,"Rhythm and blues, musique orchestrale, soul, funk, easy listening",easy listening,False
4420,http://fr.dbpedia.org/resource/Black_metal_ambiant,black metal ambiant,True
4421,http://fr.dbpedia.org/resource/Guaracha,guaracha,True
4422,http://fr.dbpedia.org/resource/Metal_expérimental,metal experimental,True
4423,http://fr.dbpedia.org/resource/France,france,True
4424,"Chanson française, variété, rock",chanson française,False
4425,"Chanson française, variété, rock",variete,False
4426,"Chanson française, variété, rock",rock,False
4427,http://fr.dbpedia.org/resource/Revue_(théâtre),revue (theâtre),True
4428,http://fr.dbpedia.org/resource/Chanteur_de_Playback,chanteur de playback,True
4429,http://fr.dbpedia.org/resource/Two-Tone,two-tone,True
4430,"Heavy metal, speed metal, black metal",heavy metal,False
4431,"Heavy metal, speed metal, black metal",speed metal,False
4432,"Heavy metal, speed metal, black metal",black metal,False
4433,http://fr.dbpedia.org/resource/Metal_Progressif,metal progressif,True
4434,http://fr.dbpedia.org/resource/Jazz_modal,jazz modal,True
4435,Jazz :,jazz :,False
4436,http://fr.dbpedia.org/resource/Skatecore,skatecore,True
4437,Musique concrète et électroacoustique,musique concrete,False
4438,Musique concrète et électroacoustique,electroacoustique,False
4439,http://fr.dbpedia.org/resource/Ballet,ballet,True
4440,http://fr.dbpedia.org/resource/Musique_Expérimentale,musique experimentale,True
4441,"Rock progressif, glam rock, heavy metal, hard rock, pop rock, arena rock, rock psychédélique et blues rock",rock progressif,False
4442,"Rock progressif, glam rock, heavy metal, hard rock, pop rock, arena rock, rock psychédélique et blues rock",glam rock,False
4443,"Rock progressif, glam rock, heavy metal, hard rock, pop rock, arena rock, rock psychédélique et blues rock",heavy metal,False
4444,"Rock progressif, glam rock, heavy metal, hard rock, pop rock, arena rock, rock psychédélique et blues rock",hard rock,False
4445,"Rock progressif, glam rock, heavy metal, hard rock, pop rock, arena rock, rock psychédélique et blues rock",pop rock,False
4446,"Rock progressif, glam rock, heavy metal, hard rock, pop rock, arena rock, rock psychédélique et blues rock",arena rock,False
4447,"Rock progressif, glam rock, heavy metal, hard rock, pop rock, arena rock, rock psychédélique et blues rock",rock psychedelique,False
4448,"Rock progressif, glam rock, heavy metal, hard rock, pop rock, arena rock, rock psychédélique et blues rock",blues rock,False
4449,"Funk rock, rock alternatif et fusion",funk rock,False
4450,"Funk rock, rock alternatif et fusion",rock alternatif,False
4451,"Funk rock, rock alternatif et fusion",fusion,False
4452,http://fr.dbpedia.org/resource/Rap_alternatif,rap alternatif,True
4453,reggae,reggae,False
4454,Horror punk,horror punk,False
4455,Punk hardcore,punk hardcore,False
4456,http://fr.dbpedia.org/resource/Neo_classical,neo classical,True
4457,"Black metal symphonique, gothic metal",black metal symphonique,False
4458,"Black metal symphonique, gothic metal",gothic metal,False
4459,"Metal alternatif, gothic rock",metal alternatif,False
4460,"Metal alternatif, gothic rock",gothic rock,False
4461,http://fr.dbpedia.org/resource/Türkü,türkü,True
4462,Reggae,reggae,False
4463,http://fr.dbpedia.org/resource/Musique_acousmatique,musique acousmatique,True
4464,"Heavy metal, punk hardcore rapcore metalcorecrossover thrash",heavy metal,False
4465,"Heavy metal, punk hardcore rapcore metalcorecrossover thrash",punk hardcore rapcore metalcorecrossover thrash,False
4466,http://fr.dbpedia.org/resource/Memphis_soul,memphis soul,True
4467,"Opéras, ballets",operas,False
4468,"Opéras, ballets",ballets,False
4469,Death metal,death metal,False
4470,Metal progressif,metal progressif,False
4471,"Skiffle, rock 'n' roll, pop, gospel,",skiffle,False
4472,"Skiffle, rock 'n' roll, pop, gospel,",rock n roll,False
4473,"Skiffle, rock 'n' roll, pop, gospel,",pop,False
4474,"Skiffle, rock 'n' roll, pop, gospel,",gospel,False
4475,"Skiffle, rock 'n' roll, pop, gospel,",,False
4476,http://fr.dbpedia.org/resource/Tin_Pan_Alley,tin pan alley,True
4477,"Hard rock, heavy metal, glam metal",hard rock,False
4478,"Hard rock, heavy metal, glam metal",heavy metal,False
4479,"Hard rock, heavy metal, glam metal",glam metal,False
4480,http://fr.dbpedia.org/resource/Chanson_italienne,chanson italienne,True
4481,http://fr.dbpedia.org/resource/Stride,stride,True
4482,Chanson poétique,chanson poetique,False
4483,http://fr.dbpedia.org/resource/Folk_progressif,folk progressif,True
4484,http://fr.dbpedia.org/resource/Tropicalisme,tropicalisme,True
4485,"Soul, rhythm and blues",soul,False
4486,"Soul, rhythm and blues",rhythm and blues,False
4487,Bande originale de film et de jeux vidéo,bande originale de film,False
4488,Bande originale de film et de jeux vidéo,de jeux video,False
4489,"Variété Française, chansons à texte",variete française,False
4490,"Variété Française, chansons à texte",chansons à texte,False
4491,http://fr.dbpedia.org/resource/Chanson_enfantine,chanson enfantine,True
4492,romantique,romantique,False
4493,http://fr.dbpedia.org/resource/P-funk,p-funk,True
4494,http://fr.dbpedia.org/resource/Pop_prog,pop prog,True
4495,"Trance, techno, electronica, , , Pop, Soul, Blues, Rock alternatif",trance,False
4496,"Trance, techno, electronica, , , Pop, Soul, Blues, Rock alternatif",techno,False
4497,"Trance, techno, electronica, , , Pop, Soul, Blues, Rock alternatif",electronica,False
4498,"Trance, techno, electronica, , , Pop, Soul, Blues, Rock alternatif",,False
4499,"Trance, techno, electronica, , , Pop, Soul, Blues, Rock alternatif",,False
4500,"Trance, techno, electronica, , , Pop, Soul, Blues, Rock alternatif",pop,False
4501,"Trance, techno, electronica, , , Pop, Soul, Blues, Rock alternatif",soul,False
4502,"Trance, techno, electronica, , , Pop, Soul, Blues, Rock alternatif",blues,False
4503,"Trance, techno, electronica, , , Pop, Soul, Blues, Rock alternatif",rock alternatif,False
4504,http://fr.dbpedia.org/resource/Métissage_culturel,metissage culturel,True
4505,"Post-punk, rock gothique, indie, rock, garage rock",post-punk,False
4506,"Post-punk, rock gothique, indie, rock, garage rock",rock gothique,False
4507,"Post-punk, rock gothique, indie, rock, garage rock",indie,False
4508,"Post-punk, rock gothique, indie, rock, garage rock",rock,False
4509,"Post-punk, rock gothique, indie, rock, garage rock",garage rock,False
4510,Hard rock,hard rock,False
4511,"Musique classique symphonique, concertante, et opéras",musique classique symphonique,False
4512,"Musique classique symphonique, concertante, et opéras",concertante,False
4513,"Musique classique symphonique, concertante, et opéras",,False
4514,"Musique classique symphonique, concertante, et opéras",operas,False
4515,"R&B, Dance",r&b,False
4516,"R&B, Dance",dance,False
4517,http://fr.dbpedia.org/resource/Qawwalî,qawwalî,True
4518,"http://fr.dbpedia.org/resource/Chansons_poétiques,_chansons_populaires,_chansons_de_révolte",chansons poetiques,True
4519,"http://fr.dbpedia.org/resource/Chansons_poétiques,_chansons_populaires,_chansons_de_révolte", chansons populaires,True
4520,"http://fr.dbpedia.org/resource/Chansons_poétiques,_chansons_populaires,_chansons_de_révolte", chansons de revolte,True
4521,"variété italienne, jazz, easy listening",variete italienne,False
4522,"variété italienne, jazz, easy listening",jazz,False
4523,"variété italienne, jazz, easy listening",easy listening,False
4524,http://fr.dbpedia.org/resource/World-fusion,world-fusion,True
4525,"metal néo-classique, hard rock, metal instrumental, jazz fusion, heavy metal, shred, metal progressif",metal neo-classique,False
4526,"metal néo-classique, hard rock, metal instrumental, jazz fusion, heavy metal, shred, metal progressif",hard rock,False
4527,"metal néo-classique, hard rock, metal instrumental, jazz fusion, heavy metal, shred, metal progressif",metal instrumental,False
4528,"metal néo-classique, hard rock, metal instrumental, jazz fusion, heavy metal, shred, metal progressif",jazz fusion,False
4529,"metal néo-classique, hard rock, metal instrumental, jazz fusion, heavy metal, shred, metal progressif",heavy metal,False
4530,"metal néo-classique, hard rock, metal instrumental, jazz fusion, heavy metal, shred, metal progressif",shred,False
4531,"metal néo-classique, hard rock, metal instrumental, jazz fusion, heavy metal, shred, metal progressif",metal progressif,False
4532,"Heavy metal, hard rock, funky, une grande influence blues",heavy metal,False
4533,"Heavy metal, hard rock, funky, une grande influence blues",hard rock,False
4534,"Heavy metal, hard rock, funky, une grande influence blues",funky,False
4535,"Heavy metal, hard rock, funky, une grande influence blues",une grande influence blues,False
4536,Bel canto et,bel canto,False
4537,"Thrash metal, technical thrash metal, death metal",thrash metal,False
4538,"Thrash metal, technical thrash metal, death metal",technical thrash metal,False
4539,"Thrash metal, technical thrash metal, death metal",death metal,False
4540,"Afropop, afrobeat et musiques du monde",afropop,False
4541,"Afropop, afrobeat et musiques du monde",afrobeat,False
4542,"Afropop, afrobeat et musiques du monde",musiques du monde,False
4543,http://fr.dbpedia.org/resource/Rap_engagé,rap engage,True
4544,http://fr.dbpedia.org/resource/Metal_extreme,metal extreme,True
4545,http://fr.dbpedia.org/resource/Speed_mélodique,speed melodique,True
4546,"Crossover thrash, thrash metal, punk hardcore, funk metal, skate punk",crossover thrash,False
4547,"Crossover thrash, thrash metal, punk hardcore, funk metal, skate punk",thrash metal,False
4548,"Crossover thrash, thrash metal, punk hardcore, funk metal, skate punk",punk hardcore,False
4549,"Crossover thrash, thrash metal, punk hardcore, funk metal, skate punk",funk metal,False
4550,"Crossover thrash, thrash metal, punk hardcore, funk metal, skate punk",skate punk,False
4551,http://fr.dbpedia.org/resource/Buto,buto,True
4552,http://fr.dbpedia.org/resource/Paisley_Underground,paisley underground,True
4553,"pop-folk, rock",pop-folk,False
4554,"pop-folk, rock",rock,False
4555,http://fr.dbpedia.org/resource/Art_rock_(musique),art rock (musique),True
4556,http://fr.dbpedia.org/resource/Chant_lyrique,chant lyrique,True
4557,http://fr.dbpedia.org/resource/Mbalax,mbalax,True
4558,http://fr.dbpedia.org/resource/Hörspeil,hörspeil,True
4559,http://fr.dbpedia.org/resource/Performance_sonore,performance sonore,True
4560,http://fr.dbpedia.org/resource/Installation_sonore,installation sonore,True
